,sequence,label
1617,à magnum ??,neutral
1618,Quel rappeur?,neutral
1621,Lil Peep,neutral
1622,regarde sa tête sur google image,neutral
1625,diablotin hmm tu travailles ? :/,neutral
1629,C'est koi ça c'est une blague,neutral
1630,Hhhhhhh,neutral
1644,vous voulez une devinette,neutral
1645,C'est ce que je fais.,neutral
1649,meme en pleine journée Mamy ?,neutral
1651,jveux qu'il récussite,neutral
1654,Hhhhhhh,neutral
1655,pour le voir en concert,neutral
1658,La France est une bergerie et aniers de la pin,neutral
1665,oui jpense c'est des sons qui sont jamais sortis,neutral
1676,dehors les p'tit viennent me voir et me demande si je suis aquaman,neutral
1678,je leur répond c'est moi wsh,neutral
1685,quand j'écoute Lil Peep jmet mes leds en rouge,neutral
1688,Where do you live,neutral
1698,https://www.youtube.com/watch?v=RSUn9ZFXU2w,neutral
1705,des lyonnaises?,neutral
1706,Wachbik sublime Rak zafaane,neutral
1707,tu as demande la meme chose a lui aussi KnuX ?,neutral
1709,uormo kvkg lihgop ^hofppfpjj   àçuèè   217,neutral
1713,Hmdh sublime,neutral
1722,isselmek Chaouki,neutral
1731,Kipsi:  rien que ça,neutral
1736,HamsterJovial|Otaf:  je me disais aussi,neutral
1745,!seen Mehox*,neutral
1747,Terre-Hermess: je bosse ni la nuit ni le jour lol,neutral
1748,https://www.youtube.com/watch?v=XXYlFuWEuKI,neutral
1749,YouTube The Weeknd - Save Your Tears (Official Music Video) par TheWeekndVEVO (durée: 4:09) - Vue(s): 427116299,neutral
1752,. https://www.youtube.com/watch?v=kTTwGqeNdlE,neutral
1753,https://www.youtube.com/watch?v=aS1no1myeTM,neutral
1754,YouTube IC3PEAK - THIS WORLD IS SICK par IC3PEAK (durée: 1:50) - Vue(s): 13961559,neutral
1756,YouTube Miley Cyrus - Midnight Sky (Official Video) par MileyCyrusVEVO (durée: 3:43) - Vue(s): 144874091,neutral
1764,Mamy: miley cirus ell est un peu nuageuse ?,neutral
1766,G500pseudos: En meme temps c'est normal...,neutral
1769,Soir,neutral
1775,G500pseudos:  mais qu'est ce que la normalité finalement,neutral
1777,. https://www.youtube.com/watch?v=Y6tDdjOmsCY,neutral
1778,YouTube IC3PEAK - Плак-Плак par IC3PEAK (durée: 3:21) - Vue(s): 31488203,neutral
1780,"G500pseudos: Sur ca en tout cas c'est normal, t'enregistre pas un pseudo pour 1 jours hein...",neutral
1782,Julienjulien699 👻,neutral
1783,Poussière  en effet,neutral
1787,"moi,c",neutral
1789,cv imen,neutral
1790,houa idjibha ouana nchedd fik ya imen,neutral
1792,Hmdlh khti wafia wti,neutral
1794,walahi cvp,neutral
1795,tu acceptes imen?,neutral
1799,maalich nhattek fouk canapé ou netfaredj fik imen,neutral
1801,Hhhhhh,neutral
1803,Mtgolich choupettenopv New-man,neutral
1815,الحرارة لاتطاق,neutral
1819,!embrasse ChoupetteNoPV,neutral
1831,Choupettenopv t l'aime ?,neutral
1835,Imen:  demande lui lol,neutral
1852,New-man c'est vrai tu as posté ta tof ici ?,neutral
1853,toto: sefra beida khyar,neutral
1854,😏 hani choufouni,neutral
1856,sefra speedd,neutral
1861,toto: c bn rbeht 3omra chakhsayn khyar chkon tedi maak,neutral
1862,New-man chad 9lbek lol,neutral
1864,ca Imen,neutral
1865,New-man donc pas vrai ?,neutral
1870,lol Imen,neutral
1871,Guest32725:  pourkoi cette question,neutral
1872,wach rbaht speedd ?,neutral
1874,3yit,neutral
1877,new-man:  Unknown wach rakoum,neutral
1880,Toto fi hala.,neutral
1882,T es riche Toto ?,neutral
1884,Ok New-man mm qst pr toi frero,neutral
1886,toto: d3awi lkhyr,neutral
1887,Hhhh,neutral
1888,AndroUser cc,neutral
1889,Qui est riche ici présent ?,neutral
1890,imen,neutral
1892,Unknown: c imen riche bzf,neutral
1893,J ve 1e rps New-man,neutral
1898,Unknown: hhh,neutral
1901,Imen habiti la3ziza twahachtek xD,neutral
1905,toto: soukna maknch ya kho asber 30 an nchlh,neutral
1906,Unknown hhhhhhhhhh,neutral
1907,!voice toto,neutral
1909,!voice ChoupetteNoPV,neutral
1910,sahit new-man,neutral
1911,Imen j' ai besoin de 30millions,neutral
1912,toto: pour koi drahmk f sonne ,neutral
1915,Imen: medilo 30milio' yak nty taklihom kawkaw,neutral
1918,Speedd hhhhhh chkoun 9lk thya aw-aw,neutral
1919,Imen 3andi Yasser mashartech,neutral
1921,Imen ou ana manguedebch 3lik swardi ighidouni,neutral
1923,Unknown hhhhhhhh hab tshar.,neutral
1924,Enfin si tu me donne 30millions,neutral
1925,Imen: bayna hhh,neutral
1926,😏 apparemment Guest32725 veut voir speedd en tof mdrr,neutral
1927,Imen nkhaf nfazed swardi,neutral
1928,Guest32725: tu ve me voir lol toto ,neutral
1929,Unknown hhhhhhhh mrabi 3lihom kbda ok nsalfek w trohom fi novembre 900 millions ;),neutral
1930,🙄 chhal 3andi fel compte speedd ??,neutral
1931,Imen khsarra 3lik,neutral
1932,toto: tu fait demande manuscrite je repli davantage lol,neutral
1933,Imen wech Dana lel selef.,neutral
1938,Unknown habni nsade9 ok,neutral
1940,toto: ghyr matchofnixh guest sinon yroh 3a9lha hhh,neutral
1943,Unknown si rani rayha voyage w kjsni 40mill,neutral
1944,Millions,neutral
1945,Où vas tu ?,neutral
1947,Imen bsahtek,neutral
1948,toto: ghdwa nchlh sbah aala 16.00 taa laachya ok,neutral
1952,toto: gaa nsalo f had lbled hhh,neutral
1953,Hhhhhh m3ndkom mtsalo,neutral
1954,Unknown: hhh,neutral
1956,Andi projet mlih,neutral
1957,Imen: charika,neutral
1959,wahnou kayen drahem speedd c est quoi ton prijet Unknown ?,neutral
1961,Toto élèvage de chat et chien,neutral
1962,Speedd ki tkon nta tkhdem w chrik hayatek ykhdem w dir tijara rah twali b1,neutral
1963,mdrr wachnou on investi speedd lol,neutral
1966,🙄 l elvage de mouton s non Unknown et e vaches lol 3andou drahem speedd,neutral
1968,Toto akhtina m'en soug Algérien,neutral
1970,Hmdlh rabi yrza9 kol wahad speedd,neutral
1973,Hhhhhhhhhhh,neutral
1976,Imen: nchlh ajma3i ,neutral
1977,!calin new-man,neutral
1980,awah on sait se qu in fait ma tkhafch speedd ..yak sah Unknown son argent rih ma y 9issouch,neutral
1981,new-man: 123 viva new-man ,neutral
1983,Élevage de crevettes dans des bassins,neutral
1984,ghir ma tkhafch speedd,neutral
1987,voila aussi eh Unknown lol,neutral
1989,Imen: new-man hhhhh,neutral
1991,Daya,neutral
1993,😏 chhal tes9ammena Unknown ?,neutral
1995,New-man hhhhhhhhhhh dok n3almha tafkir jaza2iri 😂,neutral
1998,nssadrou  les crevettes fesahra hada machrou3 mlih nedarssouh lol,neutral
2001,!seen isam,neutral
2004,🙄 chhal Unknown ??,neutral
2005,Imen: A-ha lala ya samir lala,neutral
2008,ana netfekrek enti bessah ma rakich habba tdji andi imen,neutral
2009,Unknown intérêt de 6,neutral
2011,6.5 lol,neutral
2013,Imen Jani un PV qui me parle de toi,neutral
2015,Heuuuu,neutral
2020,New-man o.0,neutral
2022,Galouli beli dans ton porte monnaie kayni ghir les tickets de bus,neutral
2023,Imen,neutral
2029,Hhhh,neutral
2030,Toto moi j invite tjr les autres a payé,neutral
2034,!nick me,neutral
2036,Imen: tanque t recevera ça ve dir koi avancy legodam,neutral
2041,Guest32725 c étais quoi ton pseudo d avant.,neutral
2042,toto: hhhh,neutral
2044,Unknown inconnu,neutral
2047,Unknown: son psd lgdim 9edour,neutral
2050,🙄 wa9il njibou l imam non Unknown speedd ??,neutral
2052,Mais enfin,neutral
2053,~ https://youtu.be/H5kYqshkZ6U,neutral
2054,YouTube Eminem feat. 2Pac - Faded | Mashup remix par Sphinx Music (durée: 3:48) - Vue(s): 3711372,neutral
2055,toto: aw wahrani31 yesloh imam nrml,neutral
2058,😏 speedd,neutral
2059,toto: hhh,neutral
2062,Soon quoi?,neutral
2071,Lulu: CV qd ta Di ohh j'ai vu qe ta les engine nn,neutral
2072,Soon quoi?,neutral
2081,Rudboy t en pense quoi ?,neutral
2083,Soon quoi?,neutral
2085,nailaa tblokiti,neutral
2086,Unknown je viens d'arriver,neutral
2087,nailaa normal,neutral
2088,j'ai rien vu,neutral
2089,Wlh tablokit,neutral
2093,YouTube Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video) par Maroon5VEVO (durée: 4:40) - Vue(s): 681411279,neutral
2094,boklatek skhana Nailaa,neutral
2095,nailaa kamal nala3boha natablokaw,neutral
2096,Nailaa tnafssi mlih barka,neutral
2097,nailaa waha ou fon de nous 3ajabna elhal,neutral
2098,nailaa hada howa tnouni9,neutral
2099,https://usercontent.irccloud-cdn.com/file/Mw4jhHcX/Screenshot_20210705_200315.jpg,neutral
2100,Speedd lool,neutral
2105,https://usercontent.irccloud-cdn.com/file/3hQX9fa2/Screenshot_20210705_130836.jpg,neutral
2107,Imen: c toi àvc mlaya,neutral
2110,Image partagée: https://i.imgur.com/1PJbWRX.jpg,neutral
2115,YouTube Maroon 5 - Sugar (Official Music Video) par Maroon5VEVO (durée: 5:02) - Vue(s): 3500368444,neutral
2118,Unknown: oui lh ystor,neutral
2119,Speedd mdr me 62 ou rabi yaster fi dzayer xD,neutral
2120,Unknown: wlh kayna,neutral
2123,~ https://youtu.be/tt2k8PGm-TI,neutral
2124,YouTube ZAYN - Dusk Till Dawn (Official Video) ft. Sia par ZaynVEVO (durée: 5:38) - Vue(s): 1656881556,neutral
2125,Alors,neutral
2126,On va parlé de quoi MTN,neutral
2127,Ila lika,neutral
2129,Imen a un de c est jour,neutral
2130,New-man madirhch ghi jazayrya w sayi,neutral
2131,Unknown nchlh,neutral
2132,Imen:  droit a 4 jecxerce mon droit,neutral
2133,souhila c v   en detail  arah wajed,neutral
2134,souhila tu me recrute,neutral
2136,Imen:  20 hebitini nmout lilette l3erss,neutral
2139,idebhouni,neutral
2154,Baloo je suis plus Sage,neutral
2155,speedd:  khallili wahda ma tddihoumch gaa,neutral
2156,Unknown:  ah ta cahngé de mode deja !,neutral
2160,Imen:  ana kounte doka nhawesse fledjbel,neutral
2162,Unknown:  h administratif,neutral
2163,Slm jma3at lkhyr,neutral
2170,Imen:  la routine te9tel  lol vive jdid,neutral
2173,Speedd c est juste du blé,neutral
2178,Toto,neutral
2179,T tjra,neutral
2181,les couples meytine bla routine Imen  gatlou chouf la 9mar  glha  ya mossiba hada wine cheftih avant kane igoulha chbeb kima ainik,neutral
2195,Rudboy ah bon !,neutral
2204,https://youtu.be/5C6pLmv_A34,neutral
2205,"YouTube JuL - Pic et pic , Alcool et Drame // Clip officiel 📀👽💿 // 2021 par DORETDEPLATINE (durée: 3:18) - Vue(s): 2484109",neutral
2210,saha  ftorkoume,neutral
2211,GIGAMYA en PV,neutral
2224,!deop,neutral
2226,Et les poussins ???? Arabica,neutral
2230,https://youtu.be/nnZL6l_LFp8,neutral
2231,YouTube JUL - LOVA // CLIP OFFICIEL // 2015 par DORETDEPLATINE (durée: 3:54) - Vue(s): 55628076,neutral
2237,said55 goss garmet,neutral
2238,enta trop direct said55,neutral
2239,oui argel pv,neutral
2242,Slm nasia vient au PV,neutral
2245,!plouf baloo ,neutral
2246,Arabica pousse baloo dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,neutral
2254,baloo: bzidak wahda? 😜😜😂😂,neutral
2260,baloo|fb: allah allah 😒😒😂😂😂😂😂,neutral
2261,Arabica:  mes aussi fb et rejoint moi hhhhhhhhh,neutral
2262,Baloo tjrs d actualité,neutral
2263,Ya 2baloo,neutral
2264,En faite,neutral
2271,nasia ana ma tkolilich bonjour?,neutral
2272,Speed salam c va hmdou wenta mlher,neutral
2274,speedd:  ahla sadiki samehni Arabica ma khalet fya 39al,neutral
2278,Le Baloo de Tunisie c lequel,neutral
2280,nasia:  je ss l unique,neutral
2281,ahh thablini,neutral
2283,deja rani mwagaf,neutral
2284,speedd: ahlin kifak ana mniha hmdlh 😊😊😊😊🙏🏻,neutral
2287,Argelino1 dsl alors merci comment ça va kirak,neutral
2289,labes b khir hamdoullilah ouenti? nsia,neutral
2296,Slm brave femme,neutral
2298,!kiss eurasienne ,neutral
2300,Arabica: wch dertilo mskin baloo|fb. N'as mlah guelbo kbyr hhhhh,neutral
2304,speedd:  elle peux deviner ou je ss,neutral
2305,mdrrrrrr speedd ana ma sewite chii😭😭😭😂😂😂😂,neutral
2311,mdrrrrrr baloo|fb speedd آلَسِحًر آلَأسِوٌدٍ آلَإفُريَقُيَ👹👿👺😜😜😂😂😂😂😂,neutral
2313,Arabica:  vodooo,neutral
2314,Arabica: nn de moyen Orient hhhh,neutral
2315,mdrrrrrrrr baloo|fb de sénégal 😜😂😂😂,neutral
2317,speedd: baloo|fb 😂😂😂😂😂😂,neutral
2318,Arabica:  c pour ca depuis g bu ton café je te voi partt !!!,neutral
2323,baloo|fb: wach dert f lafair hadik hhh,neutral
2335,Eurasienne,neutral
2336,mais ehuuuuuuuuuuu baloo|fb :o,neutral
2346,https://www.youtube.com/watch?v=bObmyZvc7vI,neutral
2347,YouTube أجمل اغنية ريميكس في التاريخ روووعة حماس par Crafting Games (durée: 3:39) - Vue(s): 66144,neutral
2358,#je re 5 /mn,neutral
2359,https://www.youtube.com/watch?v=1WBgdz2GhaY,neutral
2360,YouTube موسيقى حماسية  يبحث عنها الجميع   كاملة   للمونتاج 2020♥ par Traxe Tv (durée: 4:06) - Vue(s): 1550293,neutral
2361,ىضسهض ضاضئنض,neutral
2362,asia ahwka,neutral
2364,Ok nasia après je te courtise a lol ,neutral
2368,ay fi chouka ta3 dar,neutral
2370,ay fi taka hhhhh,neutral
2371,3andak,neutral
2421,Adage un amis tu à ?,neutral
2423,Adage pour faire in monde à deux,neutral
2424,Salamo ecris en arabe !,neutral
2430,20 seconde pour commencer à parler,neutral
2432,Salamo comme ta photo,neutral
2434,Dialoguersimplement slm,neutral
2436,speedd hamdoullah,neutral
2437,Salamo tu es vieux ?,neutral
2440,et toi perlea comment ca se passe avc la chaleur,neutral
2442,Ouiii 133 ans adage,neutral
2446,Adage et toi combien,neutral
2453,Adage -_+,neutral
2456,Adage presque 32 ans  toi,neutral
2458,101 ans,neutral
2460,Ay rassi,neutral
2461,!plouf speedd,neutral
2465,Adage ta foto je peux sur pv la voir,neutral
2468,Salamo hachak bech nmadlek ma photo,neutral
2469,Anya: plouf f wled khlouf direct,neutral
2473,Adage ???,neutral
2474,Anya: allez san retour a wled khelf a timimoun hata njiw njibok hhhh,neutral
2475,Speedd parfois on a pas le choix l'essentiel c'est d'avoir une bonne santé,neutral
2476,!plouf Adage,neutral
2480,😂😂😂😂 speedd nta trouh l Timimoun,neutral
2484,Salamo ma photo tu la trouve de le musée,neutral
2486,Dans,neutral
2488,Halllo anya,neutral
2489,Anya kif halek ?,neutral
2493,Anya: ghyr la fyha draham,neutral
2495,https://youtu.be/1fk7uyn1s5k,neutral
2496,YouTube Aime Moi Je t'Aime Enrico Macias Avec Paroles par Yacine Bouzeghaia (durée: 3:21) - Vue(s): 260580,neutral
2497,Anya salamo kathar aliya lhadra w mabghach yaskot,neutral
2500,راسي وجعني,neutral
2501,Khalih yahdar adage lol,neutral
2506,Adage tu à 7 vissage  https://photos.app.goo.gl/1uYLxe1o8EzhZr2P7,neutral
2507,Anya: nroh lachta ysob petrol aalya hhh,neutral
2509,perlea: kch allmand,neutral
2510,Salamo commet faire pour avoir un seul visage ?,neutral
2511,!seen Arabica mesfara,neutral
2514,nein speedd,neutral
2515,vorerst,neutral
2532,Salamo je suis comme vous,neutral
2533,Adage tir skotch,neutral
2536,Comme ça,neutral
2537,!seen Amel,neutral
2540,Anya cava hmdl un peu grippé mais ça va passé,neutral
2543,Salamo et puis mdr,neutral
2544,Be chfa 3lik dybala,neutral
2545,Anya yrham waldik,neutral
2546,perlea: hhh douga douga,neutral
2547,Speedd moha mouh musique,neutral
2548,Adage a tout a changé quand j'étais rencontrer,neutral
2549,tu connais la chanson speedd ?,neutral
2551,Tout a changé en moi,neutral
2552,Speedd https://www.youtube.com/watch?v=LjpnfFhOkS8,neutral
2553,YouTube RKam Douga Douga par Moscow Sniper (durée: 11:27) - Vue(s): 1395562,neutral
2555,Adage,neutral
2557,3ayitni,neutral
2559,Speedd aywa,neutral
2568,"Salamo moi la maîtresse,  les gens viennent chez moi , pas moi qui arrive",neutral
2569,perlea: amched raghek am ghofel,neutral
2570,ya omly,neutral
2571,la maîtresse lol,neutral
2572,Moscoo bolbol rah je pense,neutral
2573,Ahhhhh,neutral
2575,As Salem les nouvelles re les anciens,neutral
2577,Speedd quelle langue mdr,neutral
2578,Beuno4 cherir,neutral
2579,Anya w Salem ki Rak zinaaa,neutral
2580,Salamat ala rasak salamo,neutral
2581,perlea: hhh devine,neutral
2586,Speedd hadi google traduction mayjibhach,neutral
2587,ahawka,neutral
2589,speedd: Celle du coeur !! lol,neutral
2593,السلام على المسلمين,neutral
2594,bueno4 elle es comme celle la https://photos.app.goo.gl/PMtN96gzW6LMMprX7,neutral
2596,Olalaaaaa bezaf moscoo lol,neutral
2597,المسلم من سلم المسلون من لسانه ويده,neutral
2599,المسلمووون *,neutral
2600,السلام Adage,neutral
2601,المسلم من يجاهد في سبيل الله,neutral
2605,perlea: je  re formule amzed ghassek a m ghoufen ,neutral
2606,speedd: Yhtiramati oustath !! lol,neutral
2607,ليس مثل القاعدون,neutral
2610,Salamo tu es muslim ou pas hhh ?,neutral
2611,هههههههه,neutral
2612,اهوكا,neutral
2613,Speedd traduis !,neutral
2614,!ange DialoguerSimplement,neutral
2616,Adage toi et celle la https://photos.app.goo.gl/PMtN96gzW6LMMprX7.  C'est kif kif tu rate rien,neutral
2617,chaoui speedd ?,neutral
2618,!canard1 new-man,neutral
2621,ya adage je crois que tu as vraiment besoin de vitamine B12 nti hhhhhhhh,neutral
2623,speedd: Rahmet rebi allah ihanik hbibi wenta ya zin ?!,neutral
2624,كفار,neutral
2625,هههههه,neutral
2626,!étoile new-man,neutral
2633,tu as vu non nouveau truc sur mon bot,neutral
2634,اهوكا اي طل,neutral
2635,Moscoo ارهاق ؟,neutral
2636,perlea: amched raghessk amghefen  brosse tes cheveux,neutral
2637, raho mcha3che3aa,neutral
2639,jregarde ,neutral
2641,Salamo ردد معي المسلم من سلم المسلمون من لسانه ويده,neutral
2642,Speedd mais c'est du chaoui j'avais raison ?,neutral
2643,!canard1 new-man,neutral
2645,Adage ce que je suis https://photos.app.goo.gl/5HL7R2L92xPUzByw6 rien de plus,neutral
2649,هههههه,neutral
2650,canari: kech ghnaya hamassya,neutral
2651,DialoguerSimplement:  https://youtu.be/CShiNsws85Q,neutral
2652,"YouTube Claude Barzotti - Aime moi par Chansons, Folklore et Variété (durée: 4:12) - Vue(s): 14434903",neutral
2653,speedd: Surtout du coté des oures rebi ikoun m3akoum !!,neutral
2654,الله اكبر,neutral
2655,اهوكا في شوكة,neutral
2656,speedd: Aures,neutral
2657,Speedd c'est quoi alors ?!,neutral
2660,perlea: lol je v essseyr de simplifier ,neutral
2661,عدياني خليتهم ميتين بعذاب الحريق,neutral
2662,perlea: pour que tu compren,neutral
2664,للابد عذاب الحريق,neutral
2665,perlea: amched en ara amchat ,neutral
2666,perlea: tu conai larab ,neutral
2672,للابد جهنم ههههههه,neutral
2674,Adage vas remu ton pseudo de toujours,neutral
2676,bueno4: ben je sui a constanitne pas khenchela,neutral
2677,Salamo jedatek goulha krahna la routine,neutral
2682,Adage car je de reconnue parmi milles femmes,neutral
2683,perlea:,neutral
2689,ههههههههههه,neutral
2690,https://youtu.be/l-BH3NITYbY,neutral
2691,YouTube FADY BAZZI -  QUE SERA MA VIE ? par Fady Bazzi (durée: 3:03) - Vue(s): 130621,neutral
2693,Salamo dait allah yarhamha,neutral
2694,اهوكا,neutral
2695,speedd: Non moi j'brille comme une bougie un soir d'une nouvelle lune lol,neutral
2697,عندك او جاك,neutral
2698,Salamo 😮,neutral
2699,Speedd oui tu m'as eu lol,neutral
2700,Adage la vie ce n'ai que un passage https://photos.app.goo.gl/ZQwd51y8S16zK5TLA,neutral
2702,bueno4: bejaya,neutral
2706,perlea: lol pas grv la prochain foi c ton tour ok,neutral
2713,زومبي,neutral
2714,Speedd a savoir si je serais la ma présence est courte :),neutral
2717,speedd: Rebi ikhalik hbibna,neutral
2718,!calin DialoguerSimplement,neutral
2722,جاك حفتر,neutral
2723,جاك وحش,neutral
2724,ههههههه,neutral
2725,!seen *@EF8C7DE9.IP,neutral
2727,!calin new-man,neutral
2730,!seen *@*EF8C7DE9.IP,neutral
2731,Je trouve 6 réponses a votre demande.  voici les 5 plus récentes (dans l'ordre): Crumble Musique carine31 Juju fred31620. Crumble (Chaat@290328BB.C51893CA.EF8C7DE9.IP) a été vu pour la dernière fois joindre #adultes il y a 8 minutes. Crumble est maintenant sur #adultes.,neutral
2732,canari:  dok ejik tyara tedik  tarmik fsahra  lol,neutral
2735,Lol adage,neutral
2736,نيو مان انت راس الكفر اسكت علينا,neutral
2739,C'est un  proverbe indien Adage  de la réserve indienne de Québec,neutral
2740,canari: drk ygyk ,neutral
2741,lo mvsconex,neutral
2742,!kb canari@ propos,neutral
2743,perlea: de r1,neutral
2745,new-man: c hamzup hhhhh,neutral
2746,هاه وشبيك,neutral
2747,sahabna w hbibna hamzup,neutral
2748,speedd:  lol il vole 2secondes lol,neutral
2749,Adage tu peux met ça aussi https://photos.app.goo.gl/bkVpsNhJWXukQmTn8tu aura plus peur.,neutral
2753,Adage,neutral
2754,genre crumble elle viens ici dans ce salon mdrr 😂😂✌️ ya rebi wsh drt bach nkoun ma3akom,neutral
2756,Adage tu peux aller changé ton pseudo stp,neutral
2759,"Salamo proverbe indien ou de n importe pays le principe unique , lazam savoir notre dieu",neutral
2760,!kb wahach @insultes,neutral
2761,Adage https://photos.app.goo.gl/E4VXmKFPXpwMWGeh6,neutral
2763,!seen canari,neutral
2764,Je trouve 5 réponses à votre demande (dans l'ordre): wahach canari ahawka hamzup monstre. wahach (Chaat@AB6C1630.85584DB6.203F4F87.IP) a été vu pour la dernière fois quitter #Accueil il y a seulement 34 secondes (Bon retour sur www.chaat.fr).,neutral
2766,Adage que un seule dieu  le dieu de Abraham,neutral
2767,alach son mari jayeb khbar blik rahi hna,neutral
2769,eurasienne|vivaitalia: Ta retourné ta veste !! lol,neutral
2770,!voice bueno4,neutral
2771,Alih asalam,neutral
2772,ah non bueno4 mais la entre l espagne et l italie forcement  je peux choisir que l italie,neutral
2773,!voice Nyna,neutral
2777,!voice speedd,neutral
2778,eurasienne|vivaitalia: Koi que tu choisi t'fait un mega big Smouaaaak tout baveux !! lol,neutral
2783,qalbek parking li iji yedkhol   hhhhh,neutral
2793,https://youtu.be/EtuR8cgv2Nw,neutral
2794,YouTube Fady Bazzi - Fou de toi (avec paroles) par Fady Bazzi (durée: 4:37) - Vue(s): 45776,neutral
2800,Le match a commencer ?? eurasienne|vivaitalia,neutral
2805,Samedii نحن نوهم انفسنا اننا احببنا شخص فالغالب لكن فالحقيقة شيء اخر,neutral
2806,21h MvsConeX heure francaise,neutral
2809,Comme si je vis en france eurasienne|vivaitalia,neutral
2812,Lol serieux ?? eurasienne|vivaitalia,neutral
2814,la houb la ham,neutral
2816,lolol MvsConeX,neutral
2819,مضطرة للدهاب,neutral
2820,Booom bomm eurasienne|vivaitalia,neutral
2821,مع السلامة,neutral
2824,matwalich,neutral
2828,Quand? eurasienne|vivaitalia ce soir?,neutral
2829,21h MvsConeX  lolol le match heure francaise evidement,neutral
2830,nchalah yekhessro,neutral
2832,ah apres le match MvsConeX,neutral
2834,OkeY eurasienne|vivaitalia,neutral
2835,c koi boom boom,neutral
2836,N'oublie pas eurasienne|vivaitalia !!,neutral
2837,fahmouna,neutral
2840,Une Chanson samedii,neutral
2841,non non j oublies pas la boum boum okkk c note MvsConeX mdr,neutral
2842,Je préfère l'heure algérienne a 20h,neutral
2846,c koi bom bom,neutral
2850,une chanson samedii,neutral
2851,c koi une chanson,neutral
2853,ghounya,neutral
2854,une musique :o,neutral
2855,c koi ghopunya,neutral
2856,ChTitHa bél LHém samedii,neutral
2857,https://youtu.be/q5_ySD7gUIs,neutral
2858,ah saha,neutral
2859,YouTube LAMBADA 🇧🇷💃🏻Summer 2021🌴🏝Kaoma (Violin Cover Cristina Kiseleff) par Cristina Kiseleff Violin (durée: 3:36) - Vue(s): 16289664,neutral
2860,lham naerfo,neutral
2861,Ghiir hak ghiir hak,neutral
2862,o chtitha,neutral
2863,samedii: cv mais on est mardi nn,neutral
2864,d'apres mostafa et hazim,neutral
2866,BiLaa HouDouud,neutral
2867,Ya Hasrah!!,neutral
2870,j ss né un,neutral
2871,lundi,neutral
2874,Aya Tarabhouuu NatLaKouuu mour el match NRoubLouuuHaa Chez eurasienne|vivaitalia,neutral
2881,samedii: manger vendredi,neutral
2882,atzawaj b vendredi,neutral
2885,sur la route,neutral
2886,hedi ghoniya,neutral
2889,ki yelhag vendredi kol w regod w tzawaj hhh,neutral
2890,speedd  rak tqil,neutral
2892,samedii: skhana chwi,neutral
2893,dir 5 em,neutral
2895,samedii: ki ndyr 5em yergod moteur,neutral
2896,c koi cuiss de grenouille,neutral
2898,jrana,neutral
2904,hbeltou,neutral
2905,sayé,neutral
2906,tweli tachtah tous les samedi loukane tekelhoum samedii,neutral
2908,dertelna decalage taa les jour hbelna ,neutral
2909,ana chtaht 1x f hyati,neutral
2910,عدنا بعد الفاصل,neutral
2912,fusible,neutral
2917,nandeb,neutral
2920,hedi wahda kont ngasser maaha  tqol bezzaf ( nandeb),neutral
2921,lassqat fia hed kelma,neutral
2927,samedii: zawajha w tana taa nandeb,neutral
2928,tzawjet maa un riche,neutral
2929,pas chef juste ton ami Salamon,neutral
2930,o ndebelha,neutral
2933,bsahtek mala dert lafair,neutral
2934,hanani rebi,neutral
2935,choufli khouteha samedii ,neutral
2942,Samedii techkilek ?,neutral
2943,mafihech photocopie,neutral
2944,ya samedi tzwj m3a adage tkhlika tranquille rebi 3ychk hhhhhh,neutral
2945,samedii: yahwah zehar mknch hhh,neutral
2948,adage techki lness narefhom,neutral
2949,awah nta nelsa9 fik w khlas kchma yjyb rebi,neutral
2950,wana nkol  chah chah chah,neutral
2951,Moscoo ana zawjouni b mo3alim mdr,neutral
2952,testahli ya kedaba,neutral
2953,rebi tayhek maa diyaba,neutral
2955,https://youtu.be/-9PH_kNibEY?list=RDGMEMuwWBfx7rPETGLVnrN3udpQ,neutral
2956,YouTube Zakaria Ghafouli - La Tkabar Chane (EXCLUSIVE Music Video) | (زكرياء الغفولي - لاتكبر الشان (حصرياً par Zakaria Ghafouli | زكرياء الغافولي (durée: 4:43) - Vue(s): 20967679,neutral
2957,chkoun heda fighouli,neutral
2959,ghanay ?,neutral
2960,saha adage chof m3a New-man 👻✌️,neutral
2961,adage thabini,neutral
2962,bereh samedii,neutral
2963,ahafyd ahafyd,neutral
2965,Moscoo nta nzawjouk b roussia,neutral
2966,je re slm,neutral
2967,ok frr,neutral
2968,zawjouni b mra aaqla c tt,neutral
2969,Samedii  ana nhab rabbi,neutral
2970,tebteb,neutral
2972,Adage https://youtu.be/_Fwf45pIAtM,neutral
2973,YouTube Saad Lamjarred - LM3ALLEM (Exclusive Music Video) |  (سعد لمجرد - لمعلم (فيديو كليب حصري par Saad Lamjarred | سعد لمجرد (durée: 4:15) - Vue(s): 934150520,neutral
2974,loken sah marakich hna   raki tssali  lol  adage,neutral
2975,chkoun heda saad lmejraab,neutral
2976,Salamon non machi mo3alim professeur au minimum,neutral
2980,loken tssaqssini merti tqoli  esque dkhelt deja discotheque  nqolha oui  f wahed site  lol  kol yom ghna,neutral
2984,dans la cuisine,neutral
