,sequence,label
1859,je suis moche lol Guest32725  si je la poste elles vont senfuir lol,negative
1866,olala Imen kelle curieuse lol,negative
1875,J ss ta grd soeur nn New-man,negative
1876,New-man curiosité des femmes,negative
1885,comme d hab Unknown non lol,negative
1891,🙄 uh c est speedd qui gere mon argent Unknown lol,negative
1894,Toto t es foutu xD,negative
1896,Guest32725:  je ne vois ke ChoupetteNoPV lol  tu es venu en retard lol je peux pas tenvoyer ma photo,negative
1897,Speedd lol chute,negative
1899,😲 Unknown,negative
1900,"Imen tu es à un pouce de la tombe, vu tes 90 ans",negative
1902,Lol wallas,negative
1904,Mdrrrrr New-man j'ai pas demandé ta tof,negative
1913,Toto t es foutu demain tu lui mon argent il te répondra t es qui xD..,negative
1916,😁 c est ça qui m inquiète justement speedd,negative
1917,Donne moi 30 j en ai vraiment besoin,negative
1920,😥 rends mon argent speedd,negative
1934,oui oui je pense speedd yak t es moche non ptdrrr,negative
1937,Imen ya benti diri hada tu va rien faire avec,negative
1939,Imen mech sadaka non,negative
1941,😣 jiblli drahmi nechri kebch speedd,negative
1942,Fait vraiment chaud el youm,negative
1964,Toto sur le marché chinois y a une pénurie,negative
1971,Exportation de viande de chat et de chien,negative
1990,Dans le Sahara et servire les zone ou la crevette n est pas accecible,negative
2002,"isam (lea@373DCA4A.C3C43EDD.5F42CDF6.IP) a été vu pour la dernière fois quitter #algerie il y a 13 heures, 47 minutes (Bon retour sur www.chaat.fr).",negative
2007,Mais avec 20 t as juste de commencer,negative
2010,Car c est vraiment chère,negative
2012,t as disparue Guest32725 ??,negative
2017,Guest32725:  je suis pris moi lol,negative
2025,Toto je ne suis pas intéressée merci,negative
2032,"new-man se donne un peu de tendresse à (elle-lui)-même, puisque personne ne lui en donne (♥‿♥)",negative
2033,se n est pas être intéresser que de venir manger Guest32725 🤨,negative
2035,Imen meskine receveurs fi bus de skhana Adi,negative
2040,😂 ink nhalou drahmek bark,negative
2046,Unknown lol 3lh receveur moch khdma mliha,negative
2057,Non mais oh,negative
2061,Lulu: redi ohh,negative
2065,Unknown lol malheureusement rak ghalat ana moch mhtaja maquillage ;),negative
2066,Coin coin lulu,negative
2068,speedd:  si tu dis a Imen kiss partout elle saute du balcon,negative
2076,Viens dans mon pv immediatement lulu,negative
2078,un ordre lol,negative
2090,Rien entendu,negative
2113,Unknown: c bn c'était un Chapitre drk un autr,negative
2116,J en ai marre des chapitres xD,negative
2117,C est tjr la même histoire avec les chapitres xD,negative
2121,J aurais du être président :/,negative
2145,Imen:  ya pas mieux dommage roi  ma gene bcp,negative
2171,Unknown: bière nn lol,negative
2188,Rudboy t as l air d un mec qui se fait grave chié xD,negative
2194,J'ai juste de la pitié pour certains pseudo ici 🙄,negative
2196,Je m'éclipse sinon j'vais me faire banne 👋,negative
2197,Imen: alach hsebtini  celibataire lol,negative
2198,Rudboy a dieu faux frère,negative
2206,Plus personne,negative
2223,nergresse cv,negative
2232,Le salon est fatiguée,negative
2233,personne ne parle ?,negative
2234,pour dire quoi,negative
2241,alikome pas pour les musulmans,negative
2253,Arabica:  arete avec ton sceau,negative
2259,Arabica:  arte une femme fait pas ca a son amoureu,negative
2295,baloo|fb: 😱😱😱 ,negative
2326,Arabica:  donc mon amour pour toi n est ke sorcellerie !!!,negative
2334,eurasienne:  laisse Arabica je la drague la heu hhhhhhhhhhh,negative
2338,le pauvre baloo|fb 😭😭😂😂😂😂😂😂,negative
2357,nn man 3andek,negative
2365,Offside je t ai cru mort,negative
2367,Unknown: tu parle à mon fantôme la lol,negative
2372,Bien bien t as tjr pas retrouvé ton humour,negative
2376,Pas trop je suis déçu de le voir tjr Envie,negative
2381,Il ment à tout le monde ici,negative
2384,Ahawka moi non,negative
2386,Je sois faire a mangé la :/,negative
2387,Unknown: je t'ai promis le mariage et je t'ai trahis ? 😂😂,negative
2393,Offside prochaine fois tu sors,negative
2395,Offside je viens de rentrée :/,negative
2397,Adage laisse tombé ils des gens qui comprend mal ça,negative
2399,Salamo 😮 no,negative
2402,Salamo contre notre temps,negative
2411,asil:  c pa frai cv,negative
2415,Salamo je ne suis pas en couple / et je n ai pas un mari,negative
2419,perlea: cv toi je devien de moin en moin rapid lol,negative
2422,Salamo no 😮,negative
2425,Salamo je ne comprends pas ton français,negative
2426,speedd a cause de la chaleur ou tu deviens vieux mdr,negative
2428,perlea: nn trop de tache a fair reduit ma vitesse mais en gros je devien cv lol,negative
2429,Salamo ils sont tous moches,negative
2431,Tsss,negative
2433,Tres moche,negative
2435,Adage c'est  bien fausia se lalolagije n'ai que cette langue de ma grande mère désolé,negative
2439,Adage moi. Moche hahahah,negative
2454,perlea: cv on s habitue  mais jesper les vaccance von pas etr gaspiller a cause du covid,negative
2459,Speedd oui la situation n'est pas claire un confinement est probable !,negative
2462,Anya pousse speedd dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
2463,133 - 101 c trop,negative
2467,perlea: oui je voi ca c maleureu,negative
2472,No salamo 😡,negative
2477,Anya pousse Adage dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
2478,Concrètement vous dites salam a ceux que vous connaissez,negative
2479,perlea: oui mais c vraimn dure lol,negative
2483,Anya: wlh vu la chaleur c jour si wlh s3ib lhal hhh,negative
2512,"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 4 heures, 7 minutes (Bon retour sur www.chaat.fr).",negative
2516,Adage ne parle pas trop et ne saute pas sur tout qui bouge,negative
2538,Amel (Chaat@45478E40.38CAC349.E9CCA940.IP) a été vu pour la dernière fois quitter #Accueil il y a 4 minutes (Bon retour sur www.chaat.fr).,negative
2541,😭 ma tête,negative
2554,C'est toi mon problèmes,negative
2556,Salamo  tu es meme pas sait lire la langue arabe,negative
2565,Salamo: Lâche pas l'affaire elle commence a la perturber au point de perdre ces mots !! lol,negative
2574,bueno4 la c'est moi  que je suis perdue  mdrrr,negative
2588,Beuno4 shut up,negative
2602,Elle rate rien,negative
2619,    bang !!! bang !!!! bang  !!!!  fait ! new-man apres se pauvre canard qui s'envole !! et le canard fait coin !!!! coin !!!! coin !!!! mais laissez moi enfin tranquille  !!!!! et lache une enooooooooooooorme !!!!!!!!!!!!!!!! fiente sur la tete de new-man et sa fait splatch !!!! sur la tete du chasseur ,negative
2638,non KnuX pas vu mon ami,negative
2644,    bang !!! bang !!!! bang  !!!!  fait ! new-man apres se pauvre canard qui s'envole !! et le canard fait coin !!!! coin !!!! coin !!!! mais laissez moi enfin tranquille  !!!!! et lache une enooooooooooooorme !!!!!!!!!!!!!!!! fiente sur la tete de new-man et sa fait splatch !!!! sur la tete du chasseur ,negative
2648,perlea: lol mais pas chaoui ,negative
2659,bueno4: olala bzf sutou qd tu trvl et la pression ,negative
2663,canari: Tu t'ennui grave ds ta cage doré en dirai !! lol,negative
2669,speedd: J'parler de l'incendie du coté de khenchela l'air doit etre suffocant !!,negative
2670,mais la c'est un peu louche mdr speedd,negative
2726,Aucune réponse n'a été trouvée.,negative
2755,Oui fermé salamo,negative
2762,mzawjachaba: Ton mari n'est pas du genre a être jaloux ?!! lol,negative
2785,bisoussssssssssssss bueno4  po baveux cause covid  :p,negative
2791,Salamo juste illusion,negative
2798,eurasienne|vivaitalia: saleté de virus !! lol,negative
2801,le coeur qui tombe facilemnt amoureux est un coeur d une personne facile lol,negative
2808,Donc pas encore eurasienne|vivaitalia,negative
2811,je sais pas moi MvsConeX,negative
2822,J'arrive pas à récupérer mon pseudonyme,negative
2831,Non pour le Booom boom eurasienne|vivaitalia,negative
2865,andi decalage horraire,negative
2875,depui  je deteste les lundi,negative
2876,c pour ca ke tu es un peu deregle samedii,negative
2877,moi jaim vendredi ,negative
2894,samedii:  mange tout evite les cuisses de grenouilles car tu peut nous causer des blemes avc des flood apres,negative
2911,Hahahah ils fait chaud  c'est normal les visible sauté,negative
2922,Le chef c'est new-man pas moi,negative
2923,nedbedtli o rahet :(,negative
2938,jamais lol,negative
2939,fille unique,negative
2947,pas a moi,negative
2978,inchallah ya adage rebi 3ychk zinaaa une jolie Blonde russe,negative
2986,J'ai lai choqué,negative
3002,Babycrew:  partie dialoguer,negative
3003,matkolch mm pas bonne nuit l rajelha,negative
3005,Bloquer,negative
3013,Adage not toi choqué puisque c'est ton boulots,negative
3016,j'ai pas compris ton msg ? Babycrew,negative
3033,oups,negative
3038,Tres moche salamon,negative
3057,Unknown:  suis la sans seen hhh,negative
3058,Je suis pas sur pc lol,negative
3062,!down,negative
3109,ماني نشوف والو,negative
3121,الرجال مش حلوين ابدا,negative
3133,f tes reves lol,negative
3136,اذا مش حلوين عالاقل لازم ادب,negative
3158,ya adage knux ya3ch9 fik mais il es timides miskin,negative
3173,بطيء,negative
3186,un petit vieux avec une bonne retraite en plus ya adage,negative
3191,wahed hder maa wahda   sebato tayhatlo  lol   qatlo wach rak hessebni  ???   qalha f debut hssebtek mra   mais ki tayahti   loll bedelt rayi,negative
3197,mm pas,negative
3221,pffffff,negative
3231,Awjak حرام عليك اخي,negative
3233,التعايش مع الكفار,negative
3247,ya knux ndrlek l'affaire m3a adage et même pas un merci lol hhhhh,negative
3248,نو نو,negative
3256,السبت ليس عيد المسلمين,negative
3307,لبيك لا شريك لك لبيك,negative
3312,لا شريك لك لبيك,negative
3325,je cherche un emploi,negative
3341,Pas faux on est tous des moches,negative
3383,I wlh sincèrement tu dis n'importe quoi ayhouh pas. Ce point +samedii,negative
3398,moscoo (Chaat@A5789621.FEF901B9.632DB19E.IP) a été vu pour la dernière fois quitter #algerie il y a 9 minutes (Bon retour sur www.chaat.fr).,negative
3399,Nilinnaa je te cede les autres  lol  j prend trop de place,negative
3401,aachik|oqp:  tu es en vie sucidaire ? lol,negative
3402,Non aklin dakii a samedii,negative
3440,vitaa tu veux égorger quelqu'un haha ça va et toi,negative
3442,!down,negative
3447,vitaa1: mode nech désactivé ,negative
3465,vitaa1 balance un seau d'eau froide sur speedd. Ca va te calmer je pense ;) ,negative
3469,vitaa1 balance un seau d'eau froide sur Belkacem|dz. Ca va te calmer je pense ;) ,negative
3476,vitaa1: zidy plouf,negative
3479,Belkacem|dz balance un seau d'eau froide sur speedd. Ca va te calmer je pense ;) ,negative
3481,vitaa1 pousse speedd dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
3482,vitaa1: nesch desactive,negative
3487,vitaa je suis bien calme mais je l'accepte vu sa fraicheur :),negative
3493,vitaa1: حرب الكوموند,negative
3497,Ayah|OnAir: tu souffre :/,negative
3501,vitaa1   hanounek whreni rah mrid,negative
3502,redDol:  kes que ca peut te faire tu y es bien la bas  donc sans coimmentaire,negative
3513,!k redDol  va  prendre une douche froide,negative
3515,+OkitooSd hhhhhhh kirak chahowala had rayba khouya,negative
3516,Oui speedd,negative
3518,OkitooSd rani mrid chwiya,negative
3525,delphine (Chaat@6C7FECBB.8EB2A170.DABA5AE9.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 heure (Bon retour sur www.chaat.fr).,negative
3531,Inno:   Faut te reposer,negative
3532,Ayah|OnAir: trop de charge au boulot,negative
3533,Angels: il a quitté ,negative
3535,Belkacem|dz balance un seau d'eau froide sur Inno. Ca va te calmer je pense ;) ,negative
3538,Ayah|OnAir:  les chinois fabriquent des trucs ils nous envoie s'cassé la tête avec,negative
3541,"delphine (Chaat@6C7FECBB.8EB2A170.DABA5AE9.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 heure, 1 minute (Bon retour sur www.chaat.fr).",negative
3548,vitaa1 tu ne reviens pas?,negative
3549,!voice wahrani31,negative
3556,pas moi,negative
3560,vitaa1: TF1 ....El yatima ma3ndhach edrahem lol,negative
3561,Ayah|OnAir re c'est quoi cette chanson wawawawaw 😂,negative
3562,Ayah|OnAir:  suis pas guerrier hélas,negative
3568,Trop Inno 100 pour prendre les Armes !! lol,negative
3570,"perlea: , Ayah|OnAir a trop mangé de sucre pour ça elle lance des chansons pareilles ;)",negative
3573,bueno4: les guerriers meurt souvent jeune,negative
3580,mais franchement elle est cata,negative
3585,quest ce quil fait le drapeau algerien a wembly ?,negative
3590,Un guerrier qui a pa peur de la mort la mort levite,negative
3591,une barry white possible Ayah|OnAir je vais abuser de ta gentillesse,negative
3592,bueno4:  que dale,negative
3598,speedd: 3ajbetni la mort l'évite,negative
3600,vitaa1 ma tjich? :(,negative
3603,"!dedi speedd ""Zawali w fhal"" lol",negative
3604,bueno4:  bouhhhh kifkif ana rani nkahhal,negative
3605,vitaa1: J'ai beau chercher qlq un ki aurai un soit peu mes traits j'trouve pas !! lol,negative
3611,vitaa1 tu fais exprès de ne pas me répondre?,negative
3615,Sympa3: peut etre quelle a pas envie de te parler,negative
3617,vitaa1: répondu aala rajel mtbhdelich bina,negative
3618,"vitaa1 wallah si tu l'avais dit clairement, je serais parti",negative
3622,speedd:  bouhhh nendeb hnaaaki réponditlou Sympa3 bark houwa 3ma,negative
3627,"Sympa3: elle a dit clairement la,,alors pars",negative
3630,nta super glue,negative
3631,speedd: Ana l'plus et vitaa1 l'moins !! lol,negative
3634,basseme nta super caca,negative
3635,"ah attends Belkacem|Abs... euh... non, rien.",negative
3637,"Sympa3: ana quand une fille me dit NON, jarrete,,,je cole pas",negative
3640,bouhhh,negative
3641,"je vais continuer le match, bye",negative
3646,vitaa1: bouuuh,negative
3651,speedd: Ana l'yin et vitaa1 l'young ....même kbira f'la3mer !! lol,negative
3653,bouh 3liya,negative
3655,Inno:  DEmain  j ai une journee assez   remplie,negative
3657,wach men sympa  yerham babak,negative
3664,"loukane kane  sympa,,il  dit pas supercaca",negative
3666,Inno mais depusi que je l ai essaye j ai un souvis  avec mon micro,negative
3667,Sans mon pseudo je vais perdre aussi mon amie aidé moi,negative
3674,boiuhhh speedd ana 3ajouza andi 35 ans,negative
3676,Salamon: tu as un pbm ?,negative
3682,Oui j'ai perdue mon pseudo,negative
3685,Salamon: t'as perdu le mot de passe c'est ça ?,negative
3689,"Inno: lala, un autre a pris son psd et la enegistré",negative
3695,basseme:  ah d'accord dans ce cas il n'y a aucune solution,negative
3696,"Inno: non , aucune",negative
3705,Salamon: tu nas aucune chance de le recuperer,negative
3711,l'équipe U20 a perdu,negative
3712,Erreur désolé,negative
3717,bah c'est une tepe,negative
3718,tepue,negative
3719,te fait pas manipuler par cet enculé de inno,negative
3720,C'est vide de sens,negative
3721,ce mec c'est un gros batard,negative
3724,un gros fils de tepue c,negative
3725,what the fuck,negative
3726,inno le grand connards,negative
3727,!kb looping|222µ§µ@µ INSULTES,negative
3728,Il se fait manger le mec!!!,negative
3729,!kb looping|222 vas jouer ailleurs,negative
3730,!down,negative
3731,vitaa1 hada wesh ya3jbek? Tu me déçois,negative
3732,vitaa1 les mecs qui se font manger,negative
3745,Inno pousse Naim dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
3749,je vais floodé :D,negative
3759,Je sors et vous laisse rire de ce qui n'est pas drôle,negative
3760,mais puree,negative
3761,arretez  de changer de pseudo comme ca et de faire les innocents,negative
3763,oune prenez aps les pseudos  des autres,negative
3764,ni ici ni ailleurs,negative
3765,les innocents sont en prison,negative
3767,flagrant délit !,negative
3776,suis faible en anglais,negative
3777,salama chacal,negative
3790,Naim:  redol ignorez vous svp,negative
3804,Naim:  tu as pu berne les autres pas moi,negative
3911,Nasia je suis en Kabylie dans la montagne,negative
4043,rigole pas,negative
4062,oui stop le flood,negative
4063,pfff ce con de morataa,negative
4064,Ya eu une main nan,negative
4065,il à pas sifflé,negative
4066,pas siffle,negative
4067,L'espagne c fai avoir la,negative
4068,lol le stress !,negative
4069,voilà cible éliminée,negative
4070,COMMENT PEUX ONT CAUTIONNAI D TEL AGISSEMENTS VENANT D UN VOYOU,negative
4071,JE BOYCOTT LA ROOM,negative
4072,EURA SES INSULTES NAUSEABONDES,negative
4073,non butterfly !,negative
4074,m en fou je lance kan meme mdrrr,negative
4075,Et il parle tres mal,negative
4076,Redol le vilain charclo,negative
4082,elle met des coup de tete au clavier la mdr,negative
4083,ca va pas etre calme mac,negative
4086,repond ou tel moi la folle,negative
4093,po la moi,negative
4111,on va se calmer mdr,negative
4114,spece de radouilleur KarantezTener|Etincelles|OnAir,negative
4127,Un big cock !,negative
4134,Et vaut mieux pas.,negative
4136,Ah non du tout,negative
4138,Elle est trop velu lol,negative
4140,Et dire que j'allais m'excuser sans déconner,negative
4141,Moh la chanson déprimante !,negative
4143,C'est long long long !!!,negative
4144,Je regarde plus ça me gonfle,negative
4145,Ça criait fort chez moi taleure,negative
4146,ptain je serais mbappé j'arrêterais le foot ,negative
4147,C'est clair bon à rien mauvais en tout lol,negative
4148,En plus ça va mal finir,negative
4149,les autres sport keudal,negative
4150,le fourrage!!!,negative
4151,Mais si Motard66 y à 5 mn je me suis faite traitée de grosse,negative
4152,Par un mec qui vit chez sa daronne à 40 balais,negative
4153,il a rincé benzé,negative
4154,il va coûter cher pour les transferts,negative
4155,on est tous le con de qqn de tte facon,negative
4156,En fait j'plains sa daronne surtout,negative
4160,Déjà que moi j'en ai trop dire et que je m'en bouffe les doigts,negative
4161,Ben moi je trouve ça loooong !!!,negative
4162,MAIS T'ES PAS NET BAPTISTE,negative
4163,Ltisia › Par contre les majs ça pique les noeils,negative
4164,J'lis pas ça m'irrite les noeils,negative
4165,Incitation à la débauche tu fais kAyzO,negative
4166,Perso j'peux pas,negative
4167,J'ai une trop pitite bouche,negative
4168,pervers,negative
4169,elle suce encore des sucettes,negative
4171,Il a bouffé un ban ailleurs ... ça devrait arriver ici vu les propos ...,negative
4172,c'est quoi ce délire?,negative
4173,Kat: genre ta pigé la discuss la??,negative
4174,Kat: ils ont fumé l ambiance,negative
4175,Au feu les pompiers la maison qui brûle lol,negative
4176,houston!! houston je perd la com!!,negative
4177,nom de zeux!!!,negative
4178,kat femme fontaine qui chialle,negative
4180,ta chatte déborde d'un jet aussi élevé que celui de genève,negative
4181,tu veux pas sucer la bite kat,negative
4182,detend toi,negative
4183,tu as l'air d'une bonne pompeuse de tuyaux,negative
4184,Non mais tu es fêlé mon pauvre,negative
4185,mais non,negative
4187,tu ignores tes talents cachés,negative
4188,ben non,negative
4189,lolipop tu es très vulgaire ce soir chelou toi,negative
4190,Fait lourd !!,negative
4191,Kat:  fatiguant oui,negative
4192,"c ca, plus qu a me taire",negative
4193,Un peu fatiguée,negative
4194,Mais,negative
4195,Wallas  cest bon stop,negative
4196,puree ca me soule,negative
4197,Wallas reste tranquille avec ayah,negative
4198,Quick_:  il m a mal parlé    en disant  cest quoiu ces pseudo,negative
4199,tous vos   motrs vulfaires,negative
4200,vulgaires,negative
4201,il drague les mineures,negative
4202,tas plus de 30 ans  et tu invites une mineure chez toi,negative
4203,Je suis hors planète hhh,negative
4204,et j'ai fait deux burnt out,negative
4205,je suis pas né hier,negative
4206,je suis pas né de la dernière pluie ok ?,negative
4209,Elinea seul 😞,negative
4210,"j'ai rachetté un casque audio H-Lamberty, j'en ai deux cassés, tjrs pas mis a la poubelle, suis trop feneant",negative
4215,j'aimerais tué ma solitude avec un chaton,negative
4216,ici vaut mieux s'inventer un mari pour être tranquille,negative
4217,je suis vieux,negative
4222,Je tue ma solitude avec moi même,negative
4226,Nanasse il n y a jamais personne sur le salon belgique ?,negative
4229,"Joss:  j'en sais rien, j'y suis jamais allée, j'reste juste ici",negative
4244,pis c'est chiant d'amener au recyclage les appareils electronique H-Lamberty,negative
4246,te fait pas greffer une maladie,negative
4249,il fait un peu gris aujourd'hui,negative
4253,surtout quand tas pas de sous ty va jamais dans le magasin rire happyy,negative
4259,Il semblerait que nanasse s'offre une bonne pause clope bien meritée (c'est pas bien de fumer),negative
4271,en plus c'est payant la dechetterie happyy,negative
4274,A plus cobra666999 même si je te connais pas,negative
4282,Bah jarrive pas a le mettre,negative
4301,rien,negative
4305,elle est hyper loin la dechetterie de chezmoi happyy,negative
4306,Rien encore ce matin,negative
4308,Je te faiscreveiller 🍰🍩☕☕🍮🍦🍦,negative
4318,faite un /whois bigoook1,negative
4319,j'avais la peau qui rape surmon visage j'avais un cheri je lui c'est chelou man j'ai la peau qui rappe,negative
4322,et pas la peine de faire les vitres il pleut,negative
4327,sinon j'ai la voiture à laver !,negative
4329,je lui dis mais non ce n'est pas la solution,negative
4331,"elinea, Pour dire quoi de plus ? ",negative
4332,Au moin ça les lave les vitres comme ca lol,negative
4339,et j'ai jamais mis de creme,negative
4341,tu veut ou pas,negative
4344,guère dans me pattes,negative
4345,"Kiffrebeuse, Rebeuse ça existe ce mot :o ?",negative
4351,comme j'étais allergie à mon cheri c'est tout,negative
4355,"bigoook1, oh tu fais quoi elle est mineur espèce de KONARD ",negative
4360,Conard,negative
4364,connnnnnnnnnnnnn ard,negative
4370,Dsa25:  mauvais salon pour ça,negative
4373,j'aurai du lui mettre une giffle y s'en serait souvenu aussi tiens,negative
4374,Il me fai peur dsa25,negative
4376,y'en a du boulets,negative
4379,"bigoook1, je connais pas cette ville ",negative
4382,la liste est longue,negative
4383,kAyzO:  c'est un tout petit bled perdu dans la brousse lol,negative
4391,non kAyzO dans la sienne,negative
4392,Ninporte quoi raphry,negative
4395,"nulle part Raphry, mauvais endroit",negative
4401,"Raphry, Ton stylo n'a plus d'encre",negative
4408,Jai une discussion  de merde moi lol,negative
4411,"Raphry, Tu serais pas le seul je penses (: ",negative
4416,tain les mecs sérieux tellement vous avez pas copulé depuis je ne sais combien de temps vous devenez frustrée et casse kouille,negative
4417,c'est relou ,negative
4425,Nanasse y'en a plein oui mais la non plus c'est pas interdit..,negative
4426,"ouais, ici on fait un noeud et on se la glisse derrière l'oreille",negative
4427,@Nomade Plutôt des Yvelines actuellement c'est la guerre dans le ciel ^^',negative
4429,"Chaat.fr - n°44158  Aujourd'hui, j'attendais impatiemment mon colis chez moi qui n'arrive pas. Début d'après-midi, je vais voir la boîte aux lettres : avis de passage du facteur. Le colis n'a pas pu être remis, motif : ""PAS DE SONNETTE"". VDM ",negative
4433,Raphry:  sauf que ce salon n'est pas fait pour ta demande,negative
4434,c'est pas le salon des ptites annonces ici,negative
4435,Raphry repond pas non plus ta quel age,negative
4436,celles du chasseurs français sont bien meilleures,negative
4437,Ohh ce n'est pas l'age qui compte elinea c'est l'intention 😂😂,negative
4441,Il es bizarre ce site non,negative
4445,Pk bizzare,negative
4446,Flute moi qui comptais mettre en vente une vieille roue 😕,negative
4447,"non Caramelo, ce sont certains users qui sont bizarres",negative
4452,non on s'y fait très vite surtout si on n'a rien à faire !,negative
4457,Je veux pisser et vomir !,negative
4459,Mais ya pas de dialogue en pv ici,negative
4463,çà j'en sais rien Caramelo,negative
4469,Caramelo:  mais y'en a qui bloquent leurs pv,negative
4471,Imagine tu toque  dans la maison des gens puis ta pas d'affinités  mdr,negative
4473,même quand tu les crées kAyzO  je le déconseille !,negative
4476,Attention je vais vomir ?,negative
4481,Tss quand j'vois comment on toque a la porte de ma cage....,negative
4482,Elinea ta quitté? 🤔,negative
4488,je tape vite mais je fais énormément de fautes,negative
4493,"Mais ouais tramontane, aucune intimité... Pfff",negative
4494,Mais on dois tous parler ici en même temps c chaloupe no,negative
4498,disons que comme j'ai rien à dire autant ne pas se relire lol,negative
4503,Mais ya pas de cam ici,negative
4504,Maintenant je sors l'on truck et je pisse sur vous tous !,negative
4505,ba maintenant que je sais que tu es en couple je ne vais plus dans tes pvs,negative
4506,"non Caramelo , pas de cam, on voit assez d'horreurs à la télé",negative
4507,Ta peut-être pas le droit a la Cam,negative
4508,j'ai encore perdu du temps !,negative
4509,Oulà ^^ C'est pas très gentil ça :o,negative
4510,Ah OK et pas de vocal non plus,negative
4514,Vocal je c pas,negative
4516,"non Caramelo , juste l'écrit",negative
4518,Cam toi cam ? Un mec et une meuf ou deux meuf et un mec possible,negative
4520,et paf la piaf !,negative
4521,Labrune:  y'a pas de cam ici,negative
4523,Ah nanars Di non,negative
4524,Y'a pas de cam ici tous des coincé aller je me le casse,negative
4528,A les escort et autres viennent de se lever,negative
4530,merci du balai,negative
4533,elle ne trouve plus la sortie ?,negative
4534,c'est pas le bois de boulogne ici Labrune ,negative
4538,trop occupé à envoyer des liens douteux à des jean mich,negative
4541,bin non,negative
4545,çà manque @,negative
4549,"Caramelo:  j'bosse pas, j'suis en arrêt",negative
4553,Labrune:  c'est surtout que ici c'est pas un site de racollage.... les cams payantes on fait pas !,negative
4561,"Tramontane, Crée quoi? j'ai perdu le fil :(",negative
4570,A l'abrune a un client mdr,negative
4571,"Caramelo, Le prix des menus de restau de collioure s'envole dans l'espace aussi :D ",negative
4581,Sa vas trop vite la ohhhj,negative
4584,La brune elle te calcule pas donc fait de même tu as rien à faire,negative
4589,Ah la brune on va ou alors pour ce camer lol,negative
4591,zutt,negative
4592,fais gaffe tu deviens addict bakii,negative
4599,"Chaat.fr - n°263139  Aujourd'hui, j'ai eu un accident en allant faire une brocante, avec la voiture chargée. Ne pouvant pas bouger, je vois des gens s'arrêter, venir jusqu'à ma voiture et... non pas me porter secours, mais regarder s'il y avait des choses intéressantes dans ce que je transportais. VDM ",negative
4600,Dans ton fion rempli de merde mdrrr aller je me casse dommage tu va t'en jouer,negative
4605,!ignore Jessica,negative
4607,ignore labrune,negative
4608,y a pas jeanne c 'est nul,negative
4609,la lumiere n est pas là,negative
4614,2 fois qu'elle dit qu'elle se casse mais elle est toujours là lol,negative
4616,Et je suis encore là rien que pour te faire chier ananas,negative
4622,je vous fait jouir là derrière vos écran mdr 😜 vous avez vraiment rien à foutre,negative
4623,Labrune reste poli surtout si t pas jolie,negative
4624,et elle sait pas lire un pseudo,negative
4626,tant de gens pensent etre des lumieres alors qu'ils ne sont que de sinterrupteurs,negative
4627,labrune jouir ??,negative
4628,"Lol et quesque t'en sais toi , on ferme sa geule quand on pue de la geule sa sens d'ici",negative
4630,t as des probleme toi,negative
4632,Oui jouir lol vous avez rien d'autre à faire que me faire chier,negative
4635,Labrune mais va t pendre,negative
4639,tu raconte n impe,negative
4640,Mais est ce que je t'es demander de payer toi déjà ferme ta bouche si je te parle aps déjà,negative
4642,t'es là entrain de te masturber derrière ton écran et tu ouvre ta bouche,negative
4643,oula sympa l'ambiance ^^,negative
4649,Et va te prendre sa fera un con de moins sur terre,negative
4651,!noir Guest43051 interdit ici,negative
4652,il va faire noiiiiiiiiiir !!! nanasse demande à Guest43051 de fermer sa yeule !,negative
4653,labrune va te pendre,negative
4654,il ou elle envoi des liens douteux en pv,negative
4656,les gens d'aujourd'hui c'est grave tu propose des cam to cam sa y est tu fait la catin bande de chacal,negative
4657,méfiez vous,negative
4658,Labrune tu es pathetique cam to cam ..mdr..ha ouais pend toi serieusement,negative
4659,tu remarqueras que je ne dis pas bonjour à tout le monde Enissay,negative
4660,Ferme ta geule toi j'ai dis,negative
4661,au composteur la brune,negative
4663,elle dit pas bjrs à tout le monde :op ,negative
4664,tramontane tu remarquera qu'on s'en fou un peu,negative
4666,Labrune:  insutle au moins sans faute,negative
4667,j'ai horreur de la vulgarité,negative
4669,et paf la piaf !!!!,negative
4675,Labrune ferme là a tout jamais,negative
4677,"bakii, elle est plus là :(",negative
4688,Alors la brune en manque de cul casse toi c mieux ma parole,negative
4689,labrune ..ou la conne ..?,negative
4695,bakii:  elle n'est plus là,negative
4697,"bakii, elle est plus là réveille TOI un peu ",negative
4698,vous me semblez tendus,negative
4699,Vladcarstein:  elle est ban,negative
4700,mince c t marrant,negative
4704,justeen: avec le cobide tout le modne est un peu à cran,negative
4712,escuse j suis pas a fondr dedans,negative
4715,Bon je dois quitter thorman.  Désolée,negative
