message,default label,default score,camembert label,camembert score
"ben d'où tu les connais
",POSITIVE,0.9392,NEUTRAL,0.6178
"Ben je me rappelle pas comme si je savais ou j avais appris tout les mots de mon vocabulaire
",NEGATIVE,0.7231,NEGATIVE,0.8583
"oh toujours le dernier mot
",POSITIVE,0.8747,NEUTRAL,0.5755
"Lol n importe quoi
Enfin bref ok je jouerais que des mots que vous connaissez lol
",NEGATIVE,0.9557,NEGATIVE,0.9544
"ben non c'est drôle on se cultive comme ça
",NEGATIVE,0.9479,NEUTRAL,0.6063
"Mdr
Numero de vol Arrivée a 14:25
Coucou Pierre on vient d arriver a londres
",NEGATIVE,0.7811,POSITIVE,0.6668
"👍
Pfiou j’ai failli louper mon bus
Vous êtes restés endormis dans l’avion ?
",NEGATIVE,0.9789,NEGATIVE,0.9766
"on est descendu de l avion on fait la queue pour la douane
",NEUTRAL,0.5397,NEGATIVE,0.8126
"Ok !
Ya du monde ?
",POSITIVE,0.9971,NEUTRAL,0.5224
"oui on fait la queue pour sortir
",NEGATIVE,0.9419,NEUTRAL,0.5416
"Vous avez déjà vos bagages là ?
",NEGATIVE,0.9837,NEUTRAL,0.5344
"heureusement que tu n'as pas loupé ton bus
",NEGATIVE,0.8798,NEUTRAL,0.5906
"Vous voulez que je prenne un truc à roulette ou vous en avez un ?
",NEGATIVE,0.9399,NEGATIVE,0.7078
"non on en a pas
",NEGATIVE,0.9545,NEUTRAL,0.64
"Ok quand vous passez la dernière porte, prenez sur votre gauche
",NEGATIVE,0.9616,NEUTRAL,0.5658
"il fait froid?
",NEGATIVE,0.9834,NEUTRAL,0.5845
"Non
",NEGATIVE,0.9891,NEUTRAL,0.6362
"les bagages de kethiel et Elsa ne sont pas arrivés tu connais l'adresse de l'hôtel
",POSITIVE,0.7076,NEUTRAL,0.5316
"Attends
5706 Ferry St, Niagara Falls, ON L2G 1S7
Au pire on peut venir chercher demain, c’est pas loin
Il faut que ça arrive demain à l’hôtel, on repart Mardi
",POSITIVE,0.7711,NEGATIVE,0.7134
"oui je sais elle va me dire
",NEGATIVE,0.9472,NEUTRAL,0.6265
"Ok 👍
",POSITIVE,0.9981,POSITIVE,0.7146
"le nom de l'hôtel
",POSITIVE,0.9876,NEUTRAL,0.5578
"Ramada Niagara Falls
",POSITIVE,0.9909,NEUTRAL,0.5515
"le tel de l'hôtel
",POSITIVE,0.8487,NEUTRAL,0.5647
"+1 (905) 356-0052
Faudra les prévenir en arrivant ?
",NEGATIVE,0.9404,NEUTRAL,0.565
"oui
",NEUTRAL,0.5688,POSITIVE,0.8921
"Ok
Vous avez passé la douane au moins ?
",NEGATIVE,0.9901,NEUTRAL,0.5722
"On vient de sortir de l avion
!!
",POSITIVE,0.9063,NEUTRAL,0.5038
"?
",NEGATIVE,0.9851,NEUTRAL,0.6279
"Vous etes ou ?
On s ennuie lol
",NEGATIVE,0.9288,NEGATIVE,0.9942
"On arrive à la caisse dans 5 minutes, on est la dans 15-20 minutes
",POSITIVE,0.8854,NEGATIVE,0.8033
"Ok  a toute
",POSITIVE,0.999,POSITIVE,0.7476
"On arrive
",POSITIVE,0.9978,NEUTRAL,0.6588
"Ok
",POSITIVE,0.9998,POSITIVE,0.7579
"J’suis aux toilettes en bas
",NEGATIVE,0.9797,NEGATIVE,0.8341
"On t attend
Vous etes ou kethiel est impatiente elle s inquiete
",NEGATIVE,0.9169,POSITIVE,0.914
"En chemin
Lila propose de faire un dessert pour ce soir, t’as rien de prévu ?
@33673298521
",NEGATIVE,0.8921,NEUTRAL,0.5399
"Non rien de prevu
",NEGATIVE,0.928,NEGATIVE,0.8644
"Ok 👌
",POSITIVE,0.9981,POSITIVE,0.7146
"au secours 47 pointure en France ça fait combien ici
",POSITIVE,0.6954,NEUTRAL,0.6102
"Attends
12 je crois, je vérifie
",POSITIVE,0.9844,NEUTRAL,0.6177
"ça y est j'ai trouvé 12.5
c'est joli les vans
",POSITIVE,0.8858,POSITIVE,0.7796
"Oui
Je vais partir dans 30 minutes, on se retrouve à 15h30 en haut du pont, devant le musée ?
",NEGATIVE,0.9518,POSITIVE,0.7021
"Ok on va devoir se depecher lol
",NEUTRAL,0.5814,NEUTRAL,0.5085
"Sinon je passe à la maison si vous êtes trop speed
",NEGATIVE,0.8024,NEGATIVE,0.9144
"Ok passe a la maison si ca t embetes pas
",NEGATIVE,0.9574,NEUTRAL,0.5112
"Ok
Pas de soucis, j’ai récupéré un vélo
",POSITIVE,0.9953,NEGATIVE,0.6924
"je trouve pas vans
j'ai trouvé
",POSITIVE,0.9371,NEUTRAL,0.5711
"Ha cool
Nico choisit une paire et on arrive
On paie et on arrive
",NEGATIVE,0.8171,NEUTRAL,0.5148
"OK
",POSITIVE,0.9998,NEUTRAL,0.6413
"Ya masse de queue, j’arrive bientôt aux tickets
Vous seriez prêts pour quelle heure ?
",NEGATIVE,0.9793,NEUTRAL,0.6112
"on est prêt
",POSITIVE,0.9689,POSITIVE,0.9158
"Ok bon je vous dit à quelle heure
",POSITIVE,0.9824,NEGATIVE,0.7952
"ok
",POSITIVE,0.9998,POSITIVE,0.7258
"Visite à 11h40, rdv à 11h20 devant le parlement
",NEGATIVE,0.9902,POSITIVE,0.6979
"on met combien de temps depuis la maison à peu près
",POSITIVE,0.9563,NEUTRAL,0.5519
"10 minutes
Dis à Nico de ne pas prendre son sac, il pourra pas rentrer dans le parlement avec
Il est trop gros
",NEGATIVE,0.9866,NEGATIVE,0.8679
"Ok
",POSITIVE,0.9998,POSITIVE,0.7579
"Ah bah oui t’es sur la conv
",NEGATIVE,0.9631,NEUTRAL,0.5463
"Et oui
",NEGATIVE,0.7034,POSITIVE,0.8408
"mais moi je peux prendre le mien?
",NEGATIVE,0.9423,POSITIVE,0.7761
"Oui
Il est petit le tien
",NEUTRAL,0.6253,POSITIVE,0.6961
"dis donc tu veux notre mort la poste était en sens opposé sur la rue piétonne et en plus j'ai fait faire un détour à Nico MDR !!!!
allez on va au métro et on rentre trop chaud
",NEGATIVE,0.9799,NEGATIVE,0.7348
"Ha merde désolé
J’ai du mal lire
",NEGATIVE,0.9513,NEGATIVE,0.9454
"tu seras flagellé en place publique
lol
eh Nico il va falloir partir
",NEGATIVE,0.7787,NEGATIVE,0.8524
"Pas besoin d’arriver en avance, le bus est même pas là
J’ai eu le temps de chier la poutine
",NEUTRAL,0.5573,NEGATIVE,0.9792
"nous on a passé la douane acheter les clopes pas chers et maintenant y plus qu'à. merci encore mon chéri c'étaient de super vacances
",NEGATIVE,0.9253,POSITIVE,0.9173
"Merci à vous d’être venus, c’est trop bien. Le retour au travail va être difficile
",NEGATIVE,0.9804,POSITIVE,0.9349
"ça c'est clair pour nous deux en tous cas
là aussi j'ai payé en euros
",NEUTRAL,0.5222,NEGATIVE,0.8696
"A l’aéroport ça ne me surprend pas
",NEUTRAL,0.6245,NEUTRAL,0.6336
"bonne route à demain quand on sera à Londres
",NEGATIVE,0.9628,POSITIVE,0.8546
"Oui merci, bon vol à vous !
",POSITIVE,0.9926,POSITIVE,0.9086
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"tu vas ramer !!!
qu'est-ce qu'il est grand cet aéroport, là on est devant le comptoir d'embarquement
",NEGATIVE,0.9783,NEUTRAL,0.5012
"Haha oui il est grand
Cool vous allez bientôt pouvoir partir, t’as pu charger ta tablette ?
Ah oui j’avais oublié que c’était comme ça
",NEGATIVE,0.9337,POSITIVE,0.7585
"si demain à Londres c'est pareil ça devrait le faire
",NEGATIVE,0.8492,POSITIVE,0.6801
"Oued
Ouep
",POSITIVE,0.7436,NEUTRAL,0.5277
"oued c'est pour ramer!!!
",POSITIVE,0.9736,NEGATIVE,0.7486
"Oui tu peux même commander au restau et ils te l’amènent là où tu es
",NEGATIVE,0.9113,POSITIVE,0.8104
"quelle classe !
",POSITIVE,0.9966,POSITIVE,0.9621
"Je viens d’arriver. Une heure de retard au départ qui s’est transformée en 20 minutes à l’arrivée
J’ai eu une banquette de 3 pour moi tout seul, j’ai bien dormi
Bien arrivés ?
",NEGATIVE,0.8566,NEGATIVE,0.7603
"Oui On dort a londres lol
",NEGATIVE,0.9869,NEUTRAL,0.5473
"Ok 👍
T’as oublié de me laisser le document pour mes points du permis Nico !
",NEGATIVE,0.9849,NEGATIVE,0.6772
"Meme pas d'ecran geant pour le match, nous aussi l'avion est parti avec une heure de retard  mais pas rattrape
Euh non tu dois les avoirs !!! Je me rappelle pas ce que j en ai fait ils sont pas dans ta chambre ?
",NEGATIVE,0.8532,NEGATIVE,0.9355
"Peut être je vais voir, je les ai peut être laissés à mon bureau
Vous avez quand même trouvé un endroit pour voir le match ?
",NEGATIVE,0.9236,NEUTRAL,0.5746
"Euh y a deux petits ecran dans un bar on voit rien lol
",NEGATIVE,0.6925,NEGATIVE,0.8454
"Haha
",POSITIVE,0.7155,POSITIVE,0.7862
"Maman a les boules elle arrive pas a ce connecter au wifi et elle dit que l aeroport de gatewick est nul
",NEGATIVE,0.8892,NEGATIVE,0.7271
"Elle va pouvoir bouquiner et tricoter
Vous décollez dans 3h non ?
",NEGATIVE,0.9064,NEUTRAL,0.6409
"Coucou cheri c'est maman on decolle dans une heure a peine, j'ai les boules parce que je peux pas te parler avec mon tel, bref on est naze vivement ce soir qu'on se couche!!!
",NEGATIVE,0.872,NEGATIVE,0.9452
"Bientôt le dodo
",NEGATIVE,0.9836,NEGATIVE,0.8882
"On a des canadiens a cote de nous c'est drole
",NEGATIVE,0.9206,POSITIVE,0.8239
"Haha ils font peut être le même voyage que vous
",NEGATIVE,0.7362,NEUTRAL,0.5058
"Bon des quebecois a dit nico
",POSITIVE,0.8788,NEUTRAL,0.5603
"Sauf que eux c’est le début de leurs vacances
",POSITIVE,0.958,NEUTRAL,0.5497
"Nous sommes enfin arrivés a bordeaux
",POSITIVE,0.9749,POSITIVE,0.8131
"Nickel !
Vous avez tout vos bagages ?
",NEGATIVE,0.971,NEGATIVE,0.9868
"oui chéri on a tous nos bagages et on voit bien qu'on est en France les gens râlent ça fait bizarre t'as raison
t'as retrouvé tes papiers et qui a gagné le match
",NEGATIVE,0.9057,POSITIVE,0.9176
"J’ai pas pu rentrer dans mon bureau, j’avais laissé ma carte au stagiaire
Et la Belgique a gagné !!!
",NEGATIVE,0.9191,NEGATIVE,0.7366
"et il fait chaud cool pour la Belgique
jamais je n'ai eu aussi peu envie de rentrer à la maison !!!!
",POSITIVE,0.9832,POSITIVE,0.8414
"Haha il faut bien
CHAMPIONS DU MOOOOOONDE !!!!!!
",POSITIVE,0.9279,NEUTRAL,0.6489
"deux étoiles !!!!
pense à ton pauvre frère qui ne va pas dormir de la nuit
",POSITIVE,0.9576,NEGATIVE,0.9929
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Haha j’avoue
",POSITIVE,0.9477,NEUTRAL,0.6432
"il pleut des cordes en Russie ton copain macron est trempé !!!!
",POSITIVE,0.9436,NEUTRAL,0.6502
"J’avoue !
Je clos les comptes, j’avais oublié de compter le café / glace / bière à Toronto
",POSITIVE,0.9491,NEGATIVE,0.8326
"OK dis nous combien on te doit
",NEGATIVE,0.9807,POSITIVE,0.7417
"On a dépassé le budget de 52,24 $CAD soit 10,45 $CAD chacun soit 6,8€ par personne
Sur 1000 balles chacun, on a bien visé
",NEGATIVE,0.9898,NEGATIVE,0.8892
"passe mal effectivement
pas
je te rembourse en août
",NEGATIVE,0.9707,NEGATIVE,0.9557
"Pas d’soucis
",POSITIVE,0.9982,NEUTRAL,0.5668
"merci chéri
",POSITIVE,0.9877,POSITIVE,0.9657
"Moi je te fais le virement de suite
",POSITIVE,0.9707,NEUTRAL,0.6323
"Cool 👍
",POSITIVE,0.9998,POSITIVE,0.9137
"Voila 😊
",NEUTRAL,0.6256,POSITIVE,0.7642
"Merci =)
Coucou, quelques photos de ma rando ce week-end
On était là
",NEGATIVE,0.946,POSITIVE,0.8557
"purée c'est magnifique
",POSITIVE,0.9812,POSITIVE,0.9855
"Grave
On vient de découvrir qu’en cas d’égalité au bizness, c’est celui qui a le plus de carte en main à la fin de la partie qui gagne
D’ailleurs la version à 2 est super cool
",NEGATIVE,0.9835,POSITIVE,0.9128
"ah on savait pas qu'on pouvait jouer à deux c'est cool
",NEUTRAL,0.5954,POSITIVE,0.9018
"Regardez moi la légèreté de ce repas
",NEGATIVE,0.9468,POSITIVE,0.8301
"Mdr et ben ca va 3 fois rien mdr
",NEGATIVE,0.9707,NEGATIVE,0.9954
"beurk
même cause même effet voilà s'il fallait le prouver burger king c'est pas pour moi
résultats rapides en plus
",POSITIVE,0.6989,NEGATIVE,0.998
"Haha pourquoi t’y es allée ?
",NEGATIVE,0.963,NEUTRAL,0.5389
"ben ça faisait plaisir à kethiel et je voulais voir si c'était lié au pays !!!!
",NEGATIVE,0.8009,POSITIVE,0.8386
"Bah non du coup
",NEGATIVE,0.978,NEGATIVE,0.9276
"c'est ça
",POSITIVE,0.9914,POSITIVE,0.8245
"Mdr non c est toi la fautive !!! Lol
",NEGATIVE,0.9776,NEGATIVE,0.7016
"Haha regardez son nom
",NEGATIVE,0.7158,POSITIVE,0.6905
"😂😂😂
",NEGATIVE,0.6971,POSITIVE,0.82
"pourquoi ça vous fait rire
",POSITIVE,0.9485,NEUTRAL,0.5315
"Michel Blanc
L’acteur
",POSITIVE,0.9938,NEUTRAL,0.5689
"je me sens seule d'un coup
ah oui
",NEGATIVE,0.9533,NEUTRAL,0.5349
"Mdr t es a l ouest maman
",NEGATIVE,0.7436,POSITIVE,0.6912
"j'avais oublié que Michel blanc existait
",POSITIVE,0.9542,POSITIVE,0.7183
"Ah bravo !! Lol
",POSITIVE,0.9984,POSITIVE,0.7598
"Haha
",POSITIVE,0.7155,POSITIVE,0.7862
"votre mère le boulet, j'amène kethiel au collège ce matin, réveil à 6h départ à  7h30, pendant le trajet elle appelle une copine, total rentrée à 14h MDR j'avais rien vu!!!!
",NEGATIVE,0.9508,NEGATIVE,0.9466
"Hahaha
",POSITIVE,0.8918,POSITIVE,0.8445
"Ah bravo maman !!!
",POSITIVE,0.9987,POSITIVE,0.8458
"n'est ce pas
bon ça va je suis allée au lidl avec mon application yuka dans l'ensemble on mange pas trop de merde c'est rassurant par contre leur confiture bio c'est de la merde MDR gros bisous mes chéris
",NEGATIVE,0.9379,NEGATIVE,0.8854
"Mdr
Mdr
",NEGATIVE,0.967,NEUTRAL,0.5895
"Haha quelle posture bien droite
Elle a pas école ?
",NEGATIVE,0.9586,NEUTRAL,0.5863
"Non c est son stage en centre equestre
",POSITIVE,0.8547,NEUTRAL,0.5286
"elle est en stage cette semaine
",POSITIVE,0.9293,POSITIVE,0.7239
"Ah ça explique le cheval
",POSITIVE,0.908,NEUTRAL,0.5083
"oui je croyais que tu savais
",NEUTRAL,0.5239,POSITIVE,0.7837
"Ha non ^^
",NEGATIVE,0.9841,NEUTRAL,0.5893
"Je suis mort de rire
!!!
",POSITIVE,0.9262,POSITIVE,0.9598
"Haha j’ai bien ri aussi
Je me suis fait spammer, heureusement que je coupe les notifs Facebook
",NEGATIVE,0.9426,NEUTRAL,0.5886
"Oui heureusement mdr
",NEGATIVE,0.9332,POSITIVE,0.7005
"Bon bah j’ai eu papa au téléphone, il semblerait que tu nous auras pour le réveillon ET le jour de Noël
@33673298521
",NEGATIVE,0.8928,NEUTRAL,0.5635
"Ah bon pourquoi ?
",NEGATIVE,0.8701,NEGATIVE,0.9778
"Mireille et les autres vont au Benin chez la famille de Gérald
Gwladys sera avec Laura comme d’hab
",NEUTRAL,0.6629,POSITIVE,0.7763
"Ah et papa et elisabeth ?
",NEGATIVE,0.9718,POSITIVE,0.6848
"Du coup on fêtera Noël avec eux avant et ils voyagent le 24
",POSITIVE,0.7739,NEUTRAL,0.571
"Ok rien ne tourne plus rond sur cette terre
",POSITIVE,0.9816,NEGATIVE,0.8035
"Hahaha
Le bon côté c’est que j’aurais plus de temps pour vous éclater aux bizness
",NEUTRAL,0.5001,NEUTRAL,0.5883
"Mdr la blague
",NEGATIVE,0.9702,NEUTRAL,0.5666
"Et au nouveau jeu que Maman va m’offrir =)
",NEUTRAL,0.6059,POSITIVE,0.8434
"Ah ben la on le connais pas
",NEUTRAL,0.5937,NEUTRAL,0.5088
"Il est trop drôle
Et Korio
",NEUTRAL,0.5708,POSITIVE,0.9829
"Tu sais quand est ce qu il vienne papa et elisabteh pour feter noel du coup ?
",NEGATIVE,0.9392,POSITIVE,0.6823
"Alors j’ai l’impression que c’est pas encore tout définitif
",POSITIVE,0.7503,NEGATIVE,0.7514
"Et ben on est pas pret de s arreter de jouer lol
Ok
",NEGATIVE,0.7162,NEGATIVE,0.8397
"Mais il me disait qu’ils rentrent en France début Décembre
",POSITIVE,0.7045,NEUTRAL,0.5976
"Ah ok
",POSITIVE,0.9991,NEUTRAL,0.6566
"Ils partent à la réunion
",POSITIVE,0.9748,NEUTRAL,0.5884
"Oui ca je sais
",POSITIVE,0.8281,NEUTRAL,0.646
"Puis revienne entre le 15 et le 20
Reviennent*
",POSITIVE,0.8235,NEUTRAL,0.5345
"Ok
",POSITIVE,0.9998,POSITIVE,0.7579
"Je pense qu’on ferait Noel le week-end avant, genre 22-23
Ca fera 3 Noël !!
",POSITIVE,0.9039,NEUTRAL,0.5504
"3 noel ?
",NEGATIVE,0.9657,NEUTRAL,0.6104
"2 avec Maman et 1 avec Papa
",POSITIVE,0.8074,NEUTRAL,0.5968
"A oui lol
",NEUTRAL,0.5565,NEUTRAL,0.6396
"oh je suis super contente
",NEGATIVE,0.8618,POSITIVE,0.9933
"🙂
",NEGATIVE,0.6971,POSITIVE,0.82
"Oui mais alors fetez noel en avance on aura tout vu
",NEUTRAL,0.5342,NEGATIVE,0.7555
"mais c'est moi qui vais vous éclater à tous les jeux
",POSITIVE,0.7776,POSITIVE,0.9155
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"T’auras qu’à ouvrir ton cadeau le 25 ^^
",NEGATIVE,0.915,NEUTRAL,0.6123
"tu peux pas fêter Noël en avance, le père Noël ne passe que dans la nuit du 24 au 25 donc t'auras pas de cadeau Nico
",NEGATIVE,0.9432,NEGATIVE,0.7716
"Mdr
Mais y a pas que les cadeaux a noel y a le repas et tout le bazard
",NEGATIVE,0.9592,NEGATIVE,0.7341
"ben ce sera un repas normal !!!!
",NEUTRAL,0.5366,NEUTRAL,0.6296
"Et non deja on les ouvraient en avance l annèe derniere donc je suis plus a ca pret lol
",NEUTRAL,0.6308,NEGATIVE,0.8827
"avec foie gras huitres ...
",POSITIVE,0.7891,POSITIVE,0.6927
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"en tous cas je suis heureuse et je vais commencer à réfléchir à nos menus
",POSITIVE,0.9168,POSITIVE,0.9387
"On va prendre 50 kilos Nico
L’avion ne pourra plus décoller, j’pourrai pas retourner au Canada
",NEGATIVE,0.9305,NEGATIVE,0.9075
"A oui merde j ai pas commencer mon regime lol
Mdr
",NEGATIVE,0.9467,NEGATIVE,0.7536
"si parce que tu te seras délesté des sirops d'érable
",NEGATIVE,0.8577,NEUTRAL,0.5729
"Ha oui j’avais oublié la cargaison special Maman de 75kg de sirop d’érable
",NEGATIVE,0.7237,NEGATIVE,0.6734
"Mdr
Que 75 kg elle en auras que pour une semaine
",NEGATIVE,0.8716,NEGATIVE,0.7396
"ben oui pour les bons pancakes du petit dej
tu exageres nico
",NEGATIVE,0.8912,NEUTRAL,0.5303
"Oui ça fera 2 semaines
",NEGATIVE,0.9469,NEUTRAL,0.583
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"Oui faut que tu me donnes ta recette maman moi ils sont degueux et cramer quand j essaie d en faire
",NEUTRAL,0.6134,NEUTRAL,0.5429
"quand tu viendras
",NEUTRAL,0.6297,POSITIVE,0.7439
"Ok
",POSITIVE,0.9998,POSITIVE,0.7579
"Haaaa
Bien
",NEGATIVE,0.9757,POSITIVE,0.9216
"Et oui il etait temps lol j ai pas penser a prendre en photo les pneux lisses. Pour voir la dif lol
",NEUTRAL,0.5276,NEGATIVE,0.8133
"oh comme ils sont jolis !!!!
",POSITIVE,0.9958,POSITIVE,0.9175
"Lol
",NEGATIVE,0.9438,NEUTRAL,0.5396
"les gars je suis allée à un entretien ce matin à Blaye trop bien et ils cherchent une vieille croisons les doigts je vous raconterai
",NEGATIVE,0.9522,POSITIVE,0.83
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Haha il cherche quelqu’un avec de l’expérience non ?
C’est plutôt comme ça qu’ils ont dû te le dire
",NEGATIVE,0.9681,NEUTRAL,0.5743
"oui mon chéri
",POSITIVE,0.967,POSITIVE,0.9307
"^^
",POSITIVE,0.9323,NEUTRAL,0.6635
"pour une fois ça fait plaisir mais bon faut attendre
",POSITIVE,0.8133,NEUTRAL,0.6339
"On croise les Doug’s
Doigts
",POSITIVE,0.8609,POSITIVE,0.8117
"oui
je te raconterai quand on skypera et demain soir après le boulot je vais en voir une autre
",NEGATIVE,0.7462,NEUTRAL,0.6636
"Ok cool
",POSITIVE,0.9998,POSITIVE,0.7032
j'ai trouvé des chips bons,POSITIVE,0.9659,NEUTRAL,0.511
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"sont ils bons mystère, j'attends le verdict de kethiel
",POSITIVE,0.8289,NEUTRAL,0.6216
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Tu diras à Kethiel que je vois quand quelqu’un se connecte
Et à part si c’est pote font le tour de le France, qu’ils arrêtent de filer les codes
Le prochain connecté je change le mot de passe
Ses potes*
Enfin j’ai supposé un pote à Kethiel mais si vous connaissez quelqu’un qui vient de se connecter à Paris, c’est pareil
",NEGATIVE,0.9543,NEUTRAL,0.5623
"j'en parle à kethiel mais les potes à qui elle a passé les codes étaient à la maison hier soir je te tiens au courant et comment tu vois que c'était à Paris
tu dors pas?
",NEGATIVE,0.9258,POSITIVE,0.6937
"Dès que quelqu’un se connecte sur un nouvel appareil, je reçois un mail qui me dit ou la personne se connecte et sur quel appareil
Non j’suis dans un bar
T’as la bise de Lila
",NEGATIVE,0.8851,POSITIVE,0.6708
"OK je fais mon enquête
",POSITIVE,0.9937,NEUTRAL,0.6255
"Mais si c’est pas elle ni eux, je vais changer le code et elle pourra leur donner le nouveau
J’veux juste pas que ça devienne le squat
",NEUTRAL,0.6573,NEUTRAL,0.6665
"merci pour la bise je comprends j'espère que c'est pas eux et quel dommage ce code était si bien!!!
",NEGATIVE,0.7453,POSITIVE,0.8343
"Haha j’en trouverai un nouveau sympa aussi ^^
",POSITIVE,0.788,POSITIVE,0.7542
"en fait c'est la même copine qui a utilisé netflix elle a remis les codes hier soir avec kethiel car elle a eu un nouveau téléphone d'occas
",NEGATIVE,0.7045,NEUTRAL,0.6265
"Ha ok
Ca me rassure
J’vous l’envoie à vous 2 en fait
5 kilos de dinde
C’était très bon
5h de cuisson
",NEGATIVE,0.9728,POSITIVE,0.7651
"quel monstre!!!! mais ça a l'air très appétissant
",POSITIVE,0.9154,POSITIVE,0.6888
"Ca l’était !
",POSITIVE,0.9971,POSITIVE,0.8524
"putain pour les 40 ans de la mort de Brel ils ont ramasterises deux concerts qu'ils passent au cinéma ce soir mais à 19h30 les boules!!!!
",NEUTRAL,0.5154,NEGATIVE,0.8998
"Ha merde, tu peux pas le voir en rediffusion?
",NEGATIVE,0.91,NEUTRAL,0.5248
"je ne crois pas d'après ce que j'ai compris c'est une seule diffusion mais je t'avoue que j'étais tellement triste que je n'ai pas cherché je vais voir
",NEGATIVE,0.825,POSITIVE,0.7466
"Ha mais au cinéma ! J’avais compris à la télé
Yaura peut être une version DVD après
",NEGATIVE,0.9496,NEUTRAL,0.6388
"peut être
",POSITIVE,0.8717,NEUTRAL,0.549
"Skype ?
Bon c’est pour Maman ^^
",NEUTRAL,0.5701,NEGATIVE,0.7973
"cool j'arrive je branche l'ordi
",POSITIVE,0.9991,POSITIVE,0.786
"Voilà l’automne ici =)
",NEGATIVE,0.9342,POSITIVE,0.8318
"c'est vraiment splendide ces couleurs
",POSITIVE,0.998,POSITIVE,0.9881
"Rien d interessant au moi s de novembre
",NEUTRAL,0.6099,NEGATIVE,0.9983
"Ya les Harry potters !!!
C’est pareil au Canada ?
Et Transformers
",POSITIVE,0.8535,NEUTRAL,0.568
"Mdr
Je sais pas pour le canada
",POSITIVE,0.9066,NEUTRAL,0.5571
"Bon on verra
Monty Python y est déjà
",POSITIVE,0.9724,NEUTRAL,0.5836
"Ok lol
",POSITIVE,0.9986,NEUTRAL,0.5151
"ben oui c'est bien l'intégrale de Harry potter
où t'as vu qu'il y avait les Monty python
",NEGATIVE,0.913,POSITIVE,0.8075
"9 novembre
Mdr on s enfou de l integrale d harry poter
",NEUTRAL,0.6225,NEGATIVE,0.7823
"ben non je pense que le prell
premier novembre je vais me la faire
oh mais c'est que le sens de la vie moi je croyais que c'était l'intégrale aussi
et pierre on change d'heure ce week-end
",NEGATIVE,0.9035,NEUTRAL,0.5184
"Oui d ailleurs le changement d heure c est peut etre le dernier ou avant dernier
",NEGATIVE,0.8177,NEUTRAL,0.6616
"ben oui quel dommage
",NEUTRAL,0.5612,NEUTRAL,0.6337
"On change d’heure le 4 Novembre nous
Il me semble
Vous reculez ?
",NEGATIVE,0.9569,NEUTRAL,0.612
"oui
",NEUTRAL,0.5688,POSITIVE,0.8921
"Ok
Du coup on aura que 5 heures de décalage pendant une semaine ?
",NEGATIVE,0.9726,NEGATIVE,0.8033
"cool
coucou les chéris ça y est je me casse de chez les Lambert, je vous dirai quand je suis trop contente!!!
",POSITIVE,0.9892,POSITIVE,0.8988
"Wouhou C’est champagne !!!!
Tu vas où ?
",NEGATIVE,0.7378,POSITIVE,0.6892
"c'est clair on arrosera ça pour Noël
",POSITIVE,0.9694,NEUTRAL,0.5225
"Grave !
",NEGATIVE,0.9997,POSITIVE,0.9196
"à bordeaux Caudéran à 15 minutes de la maison, les pins francs
",NEUTRAL,0.5478,POSITIVE,0.7899
"Cool c’est pratique
",POSITIVE,0.9997,POSITIVE,0.8143
"en été je pourrais y aller en vélo
",POSITIVE,0.9731,POSITIVE,0.763
"Ouais trop bien
",NEGATIVE,0.7763,POSITIVE,0.9902
"Ah c est bon trop bien !!!
Pharmacie des pins francs et non les pins francs 😉
",NEGATIVE,0.8859,POSITIVE,0.9742
"oh pardon
",POSITIVE,0.943,NEGATIVE,0.7415
"Mdr c est pour toi va falloir t habituer a dire pharmacie des pins francs lol
",NEGATIVE,0.9603,NEGATIVE,0.7156
"c'est vrai
",POSITIVE,0.966,POSITIVE,0.7687
"Haha
",POSITIVE,0.7155,POSITIVE,0.7862
"ce Nico toujours aussi impitoyable
",POSITIVE,0.9552,POSITIVE,0.8677
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Oui 👍
",NEGATIVE,0.7249,POSITIVE,0.9019
"nouvelle pharmacie à 35 minutes de la maison en vélo grand max, trop cool pour les beaux jours
",POSITIVE,0.9841,POSITIVE,0.8066
"Wouh ca va, c’est proche
Trop bien !
Ha merde j’avais répondu ^^
",NEGATIVE,0.978,POSITIVE,0.8864
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"cette misère
",NEGATIVE,0.9972,NEGATIVE,0.9241
"Je crois qu’ils font pareil ici
Il est quelle heure chez vous là ?
J’ai mes horloges qui me donnent 3 heures différentes
",NEGATIVE,0.8784,NEUTRAL,0.5309
"il est 15h28 à Blanquefort à Nice je ne sais pas
",POSITIVE,0.9813,NEGATIVE,0.7886
"Haha
",POSITIVE,0.7155,POSITIVE,0.7862
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Ok donc il est bien 9h30
",NEGATIVE,0.8394,NEUTRAL,0.5522
