message,default label,default score,camembert label,camembert score
♥♥♥☻,NEGATIVE,0.6971,POSITIVE,0.7261
\x0306\x02sinon j'ai la voiture à laver !,NEGATIVE,0.8779,NEGATIVE,0.8857
\x0313\x02merci guect,NEGATIVE,0.9762,POSITIVE,0.7167
je lui dis mais non ce n'est pas la solution,NEGATIVE,0.8752,NEGATIVE,0.7952
\x0306Salut guest28492 !,NEGATIVE,0.7751,POSITIVE,0.7364
"elinea, Pour dire quoi de plus ? ",NEGATIVE,0.8339,NEGATIVE,0.7062
Au moin ça les lave les vitres comme ca lol,NEUTRAL,0.5436,NEUTRAL,0.6603
Tramontane,POSITIVE,0.9898,NEUTRAL,0.596
🤣🤣🤣,NEGATIVE,0.6971,POSITIVE,0.7261
\x0306\x02vi,NEGATIVE,0.7571,NEUTRAL,0.5406
Dés fille en talons sexy ?,POSITIVE,0.9904,NEGATIVE,0.7593
Bonjour,POSITIVE,0.9679,POSITIVE,0.6751
car j'ai un truc a tedire en pv,NEGATIVE,0.9681,NEUTRAL,0.5255
deux ans après que je le vois j'ai a nouveau la ppau douce sur le visage et je ne fais rien de plus ni de moins,POSITIVE,0.7221,NEGATIVE,0.7665
z'avez fait /whois bigoook1,POSITIVE,0.9331,POSITIVE,0.6977
?,NEGATIVE,0.9851,NEUTRAL,0.6115
et j'ai jamais mis de creme,NEGATIVE,0.9585,NEGATIVE,0.7343
x: ,POSITIVE,0.9518,POSITIVE,0.7982
cc,POSITIVE,0.9832,POSITIVE,0.7918
Elinea cc,POSITIVE,0.9696,POSITIVE,0.7333
tu veut ou pas,POSITIVE,0.7539,NEUTRAL,0.5682
oui sinon comment allez vpous,NEGATIVE,0.9109,NEUTRAL,0.5926
Bonjour a tous,POSITIVE,0.987,POSITIVE,0.738
guère dans me pattes,NEUTRAL,0.6503,NEGATIVE,0.9827
cc,POSITIVE,0.9832,POSITIVE,0.7918
"Kiffrebeuse, Rebeuse ça existe ce mot :o ?",NEGATIVE,0.9939,NEUTRAL,0.5748
\x0304elinea prv,NEGATIVE,0.9835,POSITIVE,0.7354
Bonjour  ennour3,POSITIVE,0.9802,POSITIVE,0.7771
\x0306\x02on va on vient,NEGATIVE,0.9764,NEUTRAL,0.5733
Ennour,POSITIVE,0.997,NEUTRAL,0.5927
H-lamberty tu sait il y a une très bonne crème idéale pour la peau et qui est produite par l homme et non ce n est pas une blague,NEGATIVE,0.8958,POSITIVE,0.7655
comme j'étais allergie à mon cheri c'est tout,POSITIVE,0.9725,NEGATIVE,0.9656
\x0313\x02b jrnée tt le monde,NEGATIVE,0.9533,POSITIVE,0.7787
Bonjour guest,POSITIVE,0.9965,POSITIVE,0.759
\x0313\x02bizou,NEGATIVE,0.9853,NEUTRAL,0.6405
"bigoook1, oh tu fais quoi elle est mineur espèce de KONARD ",NEUTRAL,0.6158,NEGATIVE,0.9682
(x ,POSITIVE,0.9035,POSITIVE,0.6854
\x0313\x02à ce coir,NEGATIVE,0.773,NEUTRAL,0.6334
A toi aussi kbyle22,NEGATIVE,0.9856,POSITIVE,0.7862
je suis aise je suis bien en plus j'avais raison,POSITIVE,0.9198,POSITIVE,0.9638
\x0313\x02merci guect,NEGATIVE,0.9762,POSITIVE,0.7167
Conard,NEGATIVE,0.684,NEUTRAL,0.6404
\x0304ah dsl,NEGATIVE,0.9764,NEUTRAL,0.5357
j'ouvre pas ma bouche pour ignorer,POSITIVE,0.7876,NEGATIVE,0.6751
"Ennour, x: s'mieux avec un K :D ",POSITIVE,0.9278,NEUTRAL,0.5874
\x0306\x02connnnnnnnnnnnnn ard,NEGATIVE,0.993,NEUTRAL,0.5259
!Seen quipourrp,POSITIVE,0.9576,NEUTRAL,0.6136
Fétichiste des talons 👠 ?,NEGATIVE,0.9863,NEUTRAL,0.6445
"quipourrp (Chaat@AB42809.60916E94.AE33BA24.IP) a été vu pour la dernière fois quitter #Accueil il y a 10 heures, 59 minutes (Bon retour sur www.chaat.fr).",NEGATIVE,0.9821,NEUTRAL,0.5871
"Tramontane, MDR toi ",NEGATIVE,0.7344,NEUTRAL,0.6328
8lol,NEGATIVE,0.901,NEUTRAL,0.6138
Dsa25:  mauvais salon pour ça,POSITIVE,0.8999,NEGATIVE,0.9654
ca va rester longtemps mets de la crème qu'il me dit,NEGATIVE,0.9752,NEGATIVE,0.948
Lol nanasse,POSITIVE,0.8962,NEGATIVE,0.9798
j'aurai du lui mettre une giffle y s'en serait souvenu aussi tiens,NEGATIVE,0.9164,NEGATIVE,0.6801
Il me fai peur dsa25,NEGATIVE,0.8189,POSITIVE,0.8564
"bigoook1, tu devrais changer aussi le 36 M s*x ",NEGATIVE,0.9819,NEUTRAL,0.5891
\x0306\x02y'en a du boulets,NEUTRAL,0.6521,NEGATIVE,0.6848
Lol,NEGATIVE,0.9438,NEUTRAL,0.6419
Bonjour tout le monde :) Passer une excellente journée !,POSITIVE,0.9954,POSITIVE,0.9769
bigoook1 je tai envoyer un message,NEGATIVE,0.9819,POSITIVE,0.7767
"bigoook1, je connais pas cette ville ",POSITIVE,0.7159,POSITIVE,0.764
:D,POSITIVE,0.9756,POSITIVE,0.7284
C ki les boulets tramontane  lol,NEGATIVE,0.9457,NEUTRAL,0.6143
cc,POSITIVE,0.9832,POSITIVE,0.7918
slt,NEGATIVE,0.9996,POSITIVE,0.7873
ca va,NEGATIVE,0.9511,NEUTRAL,0.6091
\x0306\x02la liste est longue,NEGATIVE,0.9546,NEGATIVE,0.8419
kAyzO:  c'est un tout petit bled perdu dans la brousse lol,NEUTRAL,0.6646,NEUTRAL,0.5377
\x0306\x02mdrr,NEGATIVE,0.9471,NEUTRAL,0.6212
Ok tramontane lol,NEUTRAL,0.6258,NEUTRAL,0.5933
"nanasse, Dans TA brousse à toi alors *-*",POSITIVE,0.8595,NEGATIVE,0.7889
Ca va toi tramontane,NEUTRAL,0.5293,NEUTRAL,0.6086
ça va tranquillement comme un jour orageux et vous ? ^^,POSITIVE,0.8218,NEUTRAL,0.5234
xD je rigoles x: ,NEGATIVE,0.9061,NEUTRAL,0.5057
"\x030,1\x030,01\x1dBonjour ou est-ce qu'on signe pour des rencontre sexuel je suis toute ouii",NEGATIVE,0.9548,NEUTRAL,0.6205
non kAyzO dans la sienne,NEUTRAL,0.5641,NEUTRAL,0.5575
Ninporte quoi raphry,NEGATIVE,0.9523,NEGATIVE,0.9366
"nanasse, haha x: ",POSITIVE,0.7546,NEGATIVE,0.8632
\x0306\x02oui çà va mistinguette,NEGATIVE,0.9591,NEUTRAL,0.5418
"nulle part Raphry, mauvais endroit",NEGATIVE,0.9814,NEGATIVE,0.9929
"\x02\x034 ℹ️ [\x0312 INFO \x031Ch\x0312a\x0313a\x031t.fr \x034] ℹ️ :\x031 Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo\xa0\x031(c'est gratuit) \x034(◦'⌣'◦)/ \x037 ➤ \x0312 https://www.chaat.fr/register",NEGATIVE,0.9884,POSITIVE,0.8232
😁on,NEGATIVE,0.6971,POSITIVE,0.7547
Ok,POSITIVE,0.9998,NEUTRAL,0.5766
Bjr all,NEGATIVE,0.8316,POSITIVE,0.8776
Coucou Lonah,NEUTRAL,0.6202,POSITIVE,0.8032
\x0306\x02une ca pot te Raphry,NEGATIVE,0.9756,NEUTRAL,0.5313
Quelqu'un du val d'oise ?,NEGATIVE,0.9824,NEUTRAL,0.5623
"Raphry, Ton stylo n'a plus d'encre",POSITIVE,0.9457,NEGATIVE,0.8793
:D,POSITIVE,0.9756,POSITIVE,0.7284
\x0306\x02je suis dans un val on,NEGATIVE,0.9027,NEUTRAL,0.5077
Vous avez déjeuner,POSITIVE,0.9834,NEGATIVE,0.6672
Lol,NEGATIVE,0.9438,NEUTRAL,0.6419
Slt les gens,NEGATIVE,0.9971,POSITIVE,0.7561
dans un? ,NEGATIVE,0.9152,NEUTRAL,0.5552
Ahh dommage pourtant je serai partant pout,NEGATIVE,0.9354,NEGATIVE,0.928
"Minato57, Salut",NEGATIVE,0.9891,NEUTRAL,0.6508
Jai une discussion  de merde moi lol,NEGATIVE,0.8901,NEGATIVE,0.9702
"Raphry:  sors de chez toi, tu trouveras sûrement",POSITIVE,0.8899,NEUTRAL,0.5903
moi aussi,POSITIVE,0.9369,POSITIVE,0.7289
"Raphry, Tu serais pas le seul je penses (: ",NEGATIVE,0.9055,POSITIVE,0.7327
Guest28492: bonjour,POSITIVE,0.9698,POSITIVE,0.6851
Ahh bah j'en étais sur kAyzO,NEGATIVE,0.897,POSITIVE,0.685
!seen cheima,POSITIVE,0.9947,NEUTRAL,0.6653
Je trouve 43 réponses à votre demande. Voici les 5 plus récentes (dans l'ordre): Alexlille Kawaboys62 Christian62 Louane Infirmiernuit. Alexlille (Chaat@BE254FB9.882513CE.1762A978.IP) a été vu pour la dernière fois quitter #Accueil il y a 18 minutes (Bon retour sur www.chaat.fr).,NEGATIVE,0.9775,NEUTRAL,0.6518
tain les mecs sérieux tellement vous avez pas copulé depuis je ne sais combien de temps vous devenez frustrée et casse kouille,NEGATIVE,0.9107,NEGATIVE,0.9947
c'est relou ,NEGATIVE,0.7697,NEGATIVE,0.9832
Hollaaaa,NEGATIVE,0.9869,POSITIVE,0.7694
mdrrrrrrrrrrrrrrrrrrr,NEGATIVE,0.9869,NEUTRAL,0.6124
Plop,NEGATIVE,0.9971,NEUTRAL,0.5989
Hello,POSITIVE,0.9995,POSITIVE,0.7939
Bonjour bluedragon,POSITIVE,0.9369,POSITIVE,0.8648
holaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,NEGATIVE,0.9954,NEUTRAL,0.5543
Sa gazzz,NEGATIVE,0.9948,NEUTRAL,0.583
Nanasse y'en a plein oui mais la non plus c'est pas interdit..,NEUTRAL,0.6619,NEGATIVE,0.7015
"ouais, ici on fait un noeud et on se la glisse derrière l'oreille",NEGATIVE,0.677,NEGATIVE,0.7317
@Nomade Plutôt des Yvelines actuellement c'est la guerre dans le ciel ^^',NEGATIVE,0.9902,NEGATIVE,0.6669
\x0306\x02salut panthère rose,NEGATIVE,0.8978,NEUTRAL,0.5157
"Ch\x0312a\x0313a\x031t.fr - \x0301\x02n°44158\x02\x03\x0301  Aujourd\'hui, j\'attendais impatiemment mon colis chez moi qui n\'arrive pas. Début d\'après-midi, je vais voir la boîte aux lettres : avis de passage du facteur. Le colis n\'a pas pu être remis, motif : ""PAS DE SONNETTE"". VDM \x03",NEGATIVE,0.9627,NEGATIVE,0.7608
"elinea, On ta vu tkp xD ",NEGATIVE,0.9757,POSITIVE,0.8772
\x0306\x02mdrr nanasse,NEGATIVE,0.9248,NEGATIVE,0.8922
Salut caramel,NEGATIVE,0.9302,POSITIVE,0.6843
O,POSITIVE,0.9977,POSITIVE,0.6808
Raphry:  sauf que ce salon n'est pas fait pour ta demande,POSITIVE,0.7096,NEGATIVE,0.7212
Mdr,NEGATIVE,0.9466,NEUTRAL,0.665
c'est pas le salon des ptites annonces ici,POSITIVE,0.8703,NEGATIVE,0.7134
\x0306\x02lol,NEGATIVE,0.97,NEUTRAL,0.5158
🤣🤣,NEGATIVE,0.6971,POSITIVE,0.7261
Raphry repond pas non plus ta quel age,NEGATIVE,0.9731,NEGATIVE,0.8801
\x0306\x02celles du chasseurs français sont bien meilleures,NEGATIVE,0.7521,NEUTRAL,0.5893
Ohh ce n'est pas l'age qui compte elinea c'est l'intention 😂😂,NEGATIVE,0.9716,POSITIVE,0.7662
Sa gazz gestion,NEGATIVE,0.9953,POSITIVE,0.671
bref,POSITIVE,0.9723,NEGATIVE,0.8644
nanasse XD,POSITIVE,0.6987,NEGATIVE,0.9933
Il es bizarre ce site non,NEGATIVE,0.9933,NEUTRAL,0.626
Yep Caramelo,POSITIVE,0.9993,NEUTRAL,0.6221
Merci nanasse t'en fait pas je suis pas du genre à cherché des noises je blague,NEGATIVE,0.8644,NEGATIVE,0.8531
dit stp,NEGATIVE,0.9768,POSITIVE,0.7067
Pk bizzare,NEGATIVE,0.9767,NEUTRAL,0.5498
Flute moi qui comptais mettre en vente une vieille roue 😕,NEUTRAL,0.5246,NEGATIVE,0.8044
"non Caramelo, ce sont certains users qui sont bizarres",NEGATIVE,0.9689,NEUTRAL,0.5389
Caramelo,POSITIVE,0.9639,NEUTRAL,0.5201
"Caramelo, non tkp rien de chelou ",NEGATIVE,0.9875,NEGATIVE,0.7091
bonjour HamsterJovial,NEGATIVE,0.9148,POSITIVE,0.8332
\x0304salut,NEGATIVE,0.9259,POSITIVE,0.7621
\x0306\x02non on s'y fait très vite surtout si on n'a rien à faire !,NEUTRAL,0.5837,NEGATIVE,0.9263
Sinon j'espère que tout le monde vont bien et passez de bonne journée 😊😊,POSITIVE,0.6819,POSITIVE,0.9068
\x0304cv,NEUTRAL,0.6227,POSITIVE,0.7583
cc,POSITIVE,0.9832,POSITIVE,0.7918
Bjr nanasse,POSITIVE,0.9686,NEGATIVE,0.8901
"HamsterJovial, yO ",NEGATIVE,0.9344,POSITIVE,0.8325
cv,NEUTRAL,0.6079,NEUTRAL,0.5148
Ok je découvre c pour sa,POSITIVE,0.9984,NEGATIVE,0.6666
\x0306Je veux pisser et vomir !,NEGATIVE,0.9341,NEUTRAL,0.5678
oki,POSITIVE,0.9895,POSITIVE,0.7518
Yop kayzo,POSITIVE,0.8492,POSITIVE,0.7601
Mais ya pas de dialogue en pv ici,NEUTRAL,0.6348,NEUTRAL,0.6135
Elinea 25,POSITIVE,0.9914,NEUTRAL,0.5922
\x0304bnjr,NEGATIVE,0.9781,POSITIVE,0.8025
jmt,POSITIVE,0.9338,POSITIVE,0.8649
Bah parle en salon caramelo,NEGATIVE,0.9292,NEUTRAL,0.509
\x0306\x02çà j'en sais rien Caramelo,NEUTRAL,0.6409,NEUTRAL,0.5881
Si tu veu,POSITIVE,0.8994,NEUTRAL,0.6622
!kiss bruna,POSITIVE,0.9997,POSITIVE,0.7492
\x037Finder \x0312fait un énorme \x034K\x037iii\x036ii\x032sss à \x034bruna,NEGATIVE,0.9749,POSITIVE,0.8275
Caramelo:  tu cliques sur le pseudo dans la liste puis message privé,NEGATIVE,0.9093,POSITIVE,0.699
"Caramelo, ça dépend faut déjà crée quelque affinité en salon avant de vouloir toqué dans la maison des gens :d ",NEUTRAL,0.5101,POSITIVE,0.7003
Caramelo:  mais y'en a qui bloquent leurs pv,NEGATIVE,0.9254,NEUTRAL,0.5305
Stay happy,POSITIVE,0.9999,POSITIVE,0.8499
Imagine tu toque  dans la maison des gens puis ta pas d'affinités  mdr,NEGATIVE,0.8872,NEGATIVE,0.7589
kayzO,POSITIVE,0.9953,POSITIVE,0.7667
\x0306\x02même quand tu les crées kAyzO  je le déconseille !,NEGATIVE,0.9418,NEGATIVE,0.9123
"bigoook1, MDR ",NEGATIVE,0.9317,NEUTRAL,0.6264
Pour certains,POSITIVE,0.9983,NEGATIVE,0.7495
\x0306Attention je vais vomir ?,NEGATIVE,0.971,NEGATIVE,0.6834
Guest28492 😂😂,NEGATIVE,0.681,POSITIVE,0.7246
"bigoook1, je vais te dire Kawed tu dois comprendre ;) ",NEGATIVE,0.9861,POSITIVE,0.7726
\x0304cv les amis,NEGATIVE,0.6811,POSITIVE,0.745
\x0306Bououououaaaaasgggggg !!!!,NEGATIVE,0.9823,POSITIVE,0.7712
Tss quand j'vois comment on toque a la porte de ma cage....,NEGATIVE,0.9311,NEGATIVE,0.7525
Elinea ta quitté? 🤔,NEGATIVE,0.9974,NEUTRAL,0.5853
\x0306\x02oui hein HamsterJovial on y voit la petite souris!,NEGATIVE,0.9211,NEUTRAL,0.5729
\x0306\x02lol,NEGATIVE,0.97,NEUTRAL,0.5158
Ah ouais ok,POSITIVE,0.9779,NEGATIVE,0.8352
!pelle choups1,NEUTRAL,0.6018,POSITIVE,0.7568
\x037HamsterJovial \x0312roule une bonne pelle à \x034choups1,NEGATIVE,0.9813,NEUTRAL,0.605
Mais vous tous des dactylo m'a parole,NEGATIVE,0.8589,POSITIVE,0.6855
\x0306\x02je tape vite mais je fais énormément de fautes,NEGATIVE,0.9533,NEGATIVE,0.8545
!tapavu ennour,POSITIVE,0.9539,POSITIVE,0.7064
Ennour (Chaat@89F51DCC.BCE2E1D8.83472949.IP) a été vu pour la dernière fois quitter #Accueil il y a 3 minutes (Bon retour sur www.chaat.fr).,NEGATIVE,0.9759,NEUTRAL,0.577
Ok mdrr,POSITIVE,0.9988,NEUTRAL,0.562
Salut  babycrew1,NEGATIVE,0.9941,POSITIVE,0.7102
"Mais ouais tramontane, aucune intimité... Pfff",POSITIVE,0.7171,NEGATIVE,0.9901
Mais on dois tous parler ici en même temps c chaloupe no,NEGATIVE,0.6741,NEGATIVE,0.6691
!embrasse HamsterJovial,POSITIVE,0.9911,POSITIVE,0.8192
\x037choups1 \x0312embrasse tendrement \x034HamsterJovial \x0312jusqu'à ne plus avoir de bouche.\x0313(Ɔ ˘⌣˘)♥(˘⌣˘ C),NEGATIVE,0.9808,POSITIVE,0.825
bjr qui du 40,NEGATIVE,0.9045,NEUTRAL,0.6464
\x0306\x02disons que comme j'ai rien à dire autant ne pas se relire lol,NEGATIVE,0.9665,NEGATIVE,0.952
Guest59061:  rajoute un e à ton pseudo en attendant de régler le problème,NEGATIVE,0.9891,NEGATIVE,0.7962
Guest bjr,POSITIVE,0.9915,POSITIVE,0.829
Ok nanasse,POSITIVE,0.9773,NEGATIVE,0.8983
Guest59061 bjr,NEGATIVE,0.9709,POSITIVE,0.801
Mais ya pas de cam ici,NEGATIVE,0.849,NEGATIVE,0.786
\x0306Maintenant je sors l'on truck et je pisse sur vous tous !,NEGATIVE,0.9848,NEUTRAL,0.5571
\x0306\x02ba maintenant que je sais que tu es en couple je ne vais plus dans tes pvs,NEGATIVE,0.736,NEUTRAL,0.5048
"non Caramelo , pas de cam, on voit assez d'horreurs à la télé",NEGATIVE,0.9614,NEGATIVE,0.7836
Ta peut-être pas le droit a la Cam,POSITIVE,0.6993,NEGATIVE,0.7638
\x0306\x02j'ai encore perdu du temps !,POSITIVE,0.8223,NEGATIVE,0.9901
Oulà ^^ C'est pas très gentil ça :o,NEUTRAL,0.5105,NEGATIVE,0.8881
Ah OK et pas de vocal non plus,POSITIVE,0.9459,NEGATIVE,0.9542
Et merci pour les réponses rapide,POSITIVE,0.7414,POSITIVE,0.8883
Nanars et gestion,POSITIVE,0.7017,NEGATIVE,0.8136
Et tramontane,POSITIVE,0.9583,NEGATIVE,0.8287
Vocal je c pas,POSITIVE,0.9957,NEGATIVE,0.7728
"J'passais juste faire un coucou, et un bisou a ma choups1.... Strop nul par tel 😒",NEGATIVE,0.9946,NEGATIVE,0.9288
"non Caramelo , juste l'écrit",NEGATIVE,0.9593,NEUTRAL,0.6476
07.84.91.26.31,POSITIVE,0.8312,NEGATIVE,0.7339
Cam toi cam ? Un mec et une meuf ou deux meuf et un mec possible,NEGATIVE,0.8879,NEGATIVE,0.7302
Coucou hamsterjovial,NEGATIVE,0.9449,POSITIVE,0.7954
et paf la piaf !,NEGATIVE,0.931,NEGATIVE,0.9421
Mdr,NEGATIVE,0.9466,NEUTRAL,0.665
Labrune:  y'a pas de cam ici,NEUTRAL,0.5366,NEGATIVE,0.7391
Ah ouais vazi la brune montre moi,NEGATIVE,0.94,NEUTRAL,0.5582
Ah nanars Di non,NEGATIVE,0.98,NEGATIVE,0.9885
Y’a pas de cam ici tous des coincé aller je me le casse,NEUTRAL,0.6605,NEGATIVE,0.9884
\x0306\x02c'est sur que faut que tout le monde en profite !,NEUTRAL,0.5847,NEUTRAL,0.6438
ouais bye,NEUTRAL,0.6176,NEUTRAL,0.5223
bonne idée,NEGATIVE,0.8785,POSITIVE,0.9537
A les escort et autres viennent de se lever,POSITIVE,0.9492,NEGATIVE,0.7764
On va où la brune lol,NEUTRAL,0.5622,NEGATIVE,0.8206
merci du balai,NEGATIVE,0.9733,NEGATIVE,0.6868
Oh reste relax l'équipage,POSITIVE,0.9824,NEUTRAL,0.592
Labrune: bye,NEGATIVE,0.9945,NEUTRAL,0.518
elle ne trouve plus la sortie ?,NEGATIVE,0.7825,NEGATIVE,0.8864
c'est pas le bois de boulogne ici Labrune ,POSITIVE,0.9251,NEUTRAL,0.5962
Nanars tu bosse de le site toi,NEGATIVE,0.8178,NEGATIVE,0.8851
?,NEGATIVE,0.9851,NEUTRAL,0.6115
Nanasse,POSITIVE,0.9731,NEGATIVE,0.9826
Qu'est ce que ça fait de beau ce matin ?,NEGATIVE,0.9749,NEUTRAL,0.5756
trop occupé à envoyer des liens douteux à des jean mich,NEGATIVE,0.9143,NEGATIVE,0.99
Caramelo:  j'en ai l'air?,NEGATIVE,0.6705,NEUTRAL,0.6619
Un peut oui,NEGATIVE,0.8169,NEGATIVE,0.7847
Lol,NEGATIVE,0.9438,NEUTRAL,0.6419
bin non,NEUTRAL,0.5988,NEGATIVE,0.9216
\x0306\x02mdr nanasse,NEGATIVE,0.8948,NEGATIVE,0.8933
Ok et tu bosse dans quoi,POSITIVE,0.8483,NEGATIVE,0.7647
sinon elle aurait djà viré,POSITIVE,0.8538,NEGATIVE,0.9544
\x0306\x02çà manque @,NEGATIVE,0.8193,NEGATIVE,0.7908
Tramontane t du sud,NEGATIVE,0.7641,NEUTRAL,0.5697
De quoi qui manque,NEGATIVE,0.6822,NEGATIVE,0.9083
Labrune j ai des site pour toi pour ce genre de choses,NEUTRAL,0.6056,NEUTRAL,0.5832
"Caramelo:  j'bosse pas, j'suis en arrêt",NEGATIVE,0.7315,NEGATIVE,0.9447
\x0306\x02oui Caramelo,NEGATIVE,0.8075,NEUTRAL,0.5679
Ah OK,POSITIVE,0.9991,NEGATIVE,0.7586
T d'où exactement,NEGATIVE,0.9839,NEUTRAL,0.596
Labrune:  c'est surtout que ici c'est pas un site de racollage.... les cams payantes on fait pas !,POSITIVE,0.7325,NEUTRAL,0.637
Caramelo:  belgique,POSITIVE,0.9836,NEUTRAL,0.663
J’ai pas besoin mdrrr tqt je fait ce que je veut encore ^,NEGATIVE,0.7794,NEUTRAL,0.5502
\x0306\x02perpignan enfin à coté,NEGATIVE,0.7719,NEUTRAL,0.5358
Ah OK je connais bien sublime région la bas,POSITIVE,0.9918,POSITIVE,0.6829
lol 😂 tu croit que y’a que des seins ici ?,NEGATIVE,0.9854,NEGATIVE,0.6728
\x0306\x02oui je ne suis pas à plaindre Caramelo,NEGATIVE,0.9667,NEUTRAL,0.5331
Et tu es en vacances la bas,POSITIVE,0.9546,NEUTRAL,0.5099
"Tramontane, Crée quoi? j'ai perdu le fil :(",NEGATIVE,0.866,NEGATIVE,0.9952
\x0306\x02non j'y vis,POSITIVE,0.9162,NEUTRAL,0.5634
Angeles canet collègue,POSITIVE,0.6975,NEUTRAL,0.6487
Colliour c la classe,POSITIVE,0.8176,POSITIVE,0.8906
Cc labrune,NEGATIVE,0.9551,POSITIVE,0.7539
Ta de la chance lol,NEUTRAL,0.5387,POSITIVE,0.7075
\x0306\x02ah oui et cadaques encore plus,NEGATIVE,0.685,POSITIVE,0.7029
\x0306\x02je sais,NEGATIVE,0.9858,NEUTRAL,0.5352
Oui mais c l'Espagne sa,POSITIVE,0.8821,NEUTRAL,0.5938
A l'abrune a un client mdr,NEGATIVE,0.9957,NEGATIVE,0.8171
"Caramelo, Le prix des menus de restau de collioure s'envole dans l'espace aussi :D ",POSITIVE,0.9818,NEUTRAL,0.6514
C bien l'Espagne,POSITIVE,0.9183,POSITIVE,0.7828
"Caramelo, mais c'est super jolie comme village ",POSITIVE,0.8772,POSITIVE,0.9
Forza Italia,POSITIVE,0.9976,NEUTRAL,0.5023
\x0304kayzo 9awad,NEGATIVE,0.9858,POSITIVE,0.8448
Cc guest59061,NEGATIVE,0.9259,POSITIVE,0.7422
Mdrrr oui mais,NEGATIVE,0.9664,NEGATIVE,0.7626
\x0306\x02oui mais j'y passe de préférence mes loisirs en espagne,NEGATIVE,0.9715,NEUTRAL,0.5832
jeanne,POSITIVE,0.9945,NEUTRAL,0.6149
"bigoook1, MDR hhhhhhhhhh ",NEGATIVE,0.988,POSITIVE,0.6925
Sa vas trop vite la ohhhj,NEGATIVE,0.9928,POSITIVE,0.8339
\x0304sir thawa,NEGATIVE,0.9352,POSITIVE,0.7248
jeanne,POSITIVE,0.9945,NEUTRAL,0.6149
Lol,NEGATIVE,0.9438,NEUTRAL,0.6419
La brune elle te calcule pas donc fait de même tu as rien à faire,NEUTRAL,0.6617,NEGATIVE,0.9955
Coucou Damien33,POSITIVE,0.6743,POSITIVE,0.7192
cc Labrune,NEGATIVE,0.9551,POSITIVE,0.8158
tramontane,POSITIVE,0.9898,NEUTRAL,0.5515
"bigoook1, ^^ aller barrakette",NEGATIVE,0.9831,POSITIVE,0.73
Ah la brune on va ou alors pour ce camer lol,NEGATIVE,0.876,NEGATIVE,0.9092
jeanne est partie ??,NEGATIVE,0.8596,NEGATIVE,0.7753
zutt,NEGATIVE,0.9975,NEGATIVE,0.7247
\x0306\x02fais gaffe tu deviens addict bakii,NEGATIVE,0.9921,POSITIVE,0.7649
Yo bakii,POSITIVE,0.9779,POSITIVE,0.8452
nan j te rassure,NEGATIVE,0.9371,NEUTRAL,0.6581
\x0306\x02mdrr,NEGATIVE,0.9471,NEUTRAL,0.6212
Bonjour,POSITIVE,0.9679,POSITIVE,0.6751
!radio,POSITIVE,0.9934,POSITIVE,0.7083
Bonjour  aventure,POSITIVE,0.9206,POSITIVE,0.7723
"Ch\x0312a\x0313a\x031t.fr - \x0301\x02n°263139\x02\x03\x0301  Aujourd'hui, j'ai eu un accident en allant faire une brocante, avec la voiture chargée. Ne pouvant pas bouger, je vois des gens s'arrêter, venir jusqu'à ma voiture et... non pas me porter secours, mais regarder s'il y avait des choses intéressantes dans ce que je transportais. VDM \x03",NEGATIVE,0.9846,NEGATIVE,0.7724
Dans ton fion rempli de merde mdrrr aller je me casse dommage tu va t’en jouer,NEGATIVE,0.9544,NEGATIVE,0.9836
bonjourtoutlemonde,POSITIVE,0.9566,POSITIVE,0.7648
\x0306\x02!scanner,NEGATIVE,0.9484,NEUTRAL,0.5843
\x0306\x02bonjour daline,NEUTRAL,0.6577,POSITIVE,0.7383
BonjourDAline,POSITIVE,0.8793,POSITIVE,0.6745
!ignore Jessica,NEGATIVE,0.9997,NEUTRAL,0.5411
Bonjour  daline,NEGATIVE,0.7575,POSITIVE,0.7206
\x0306\x02ignore labrune,NEGATIVE,0.9439,NEUTRAL,0.5754
y a pas jeanne c 'est nul,POSITIVE,0.9351,NEGATIVE,0.9824
la lumiere n est pas là,POSITIVE,0.8231,NEGATIVE,0.7606
pour nous eclairé,POSITIVE,0.9572,POSITIVE,0.726
Tu la verra ce soir,POSITIVE,0.9937,NEUTRAL,0.5896
zur,POSITIVE,0.9574,NEUTRAL,0.5644
Cest pas grave,NEGATIVE,0.9926,NEGATIVE,0.6726
cui cui,NEGATIVE,0.6905,POSITIVE,0.7175
2 fois qu'elle dit qu'elle se casse mais elle est toujours là lol,NEGATIVE,0.682,NEUTRAL,0.5995
Cest moi la lumiere,POSITIVE,0.9149,POSITIVE,0.7437
Et je suis encore là rien que pour te faire chier ananas,POSITIVE,0.7854,NEGATIVE,0.9572
Mdr,NEGATIVE,0.9466,NEUTRAL,0.665
!tapavu pact,NEGATIVE,0.9261,NEUTRAL,0.6291
oui sinon comment allez vous,NEUTRAL,0.5811,NEGATIVE,0.7327
oui nour veut dire lumiere,NEUTRAL,0.6574,POSITIVE,0.6998
"Pact (Chaat@4CC0932F.D1E1A7E0.9CE0AFA1.IP) a été vu pour la dernière fois quitter #Accueil il y a 3 heures, 12 minutes (Bon retour sur www.chaat.fr).",NEGATIVE,0.9842,NEUTRAL,0.5813
