sequence;camembert label;camembert score;label;
"Je te paye pas ";negative;0,922343015670776;negative;
"Je me réveille avec la rage";positive;0,877883493900299;negative;
"Avec la rage de la veille";positive;0,857107758522034;negative;
"Dans une main j'ai l'oseille";positive;0,722624361515045;positive;
"Dans l'autre main j'ai la bouteille";neutral;0,57038277387619;negative;
"Je confonds le gyro des keufs et celui de l'ambulance";negative;0,92146509885788;negative;
"Je veux juste que tu sois ma meuf";positive;0,770643532276154;neutral;
"Je veux juste que tu m'ambiances";positive;0,824538230895996;positive;
"Quand il fait noir dans mon hémisphère";neutral;0,509222805500031;negative;
"Le soleil s'en va pour éclairer d'autres frères";neutral;0,501648426055908;negative;
"Fuck la galère";negative;0,956193149089813;negative;
"faut que je sorte de la misère";neutral;0,6495161652565;positive;
"Je veux une go ";neutral;0,541849374771118;positive;
"Je sors de la galère";negative;0,720603406429291;positive;
"Bats les couilles";neutral;0,640702068805695;negative;
"Que mon âme seule, mektoub";positive;0,823203206062317;neutral;
"Pas d'honneur, toi, tu sens d'ici";neutral;0,548957407474518;negative;
"WAllah";positive;0,846238553524017;neutral;
"Au DD";neutral;0,511100649833679;neutral ;
"Je la détaille, pécou";neutral;0,647427916526794;neutral;
"sors de chez toi";neutral;0,565759658813477;neutral;
"Non car j'ai le cœur qui bat après quatre, cinq barres";neutral;0,556500136852264;neutral ;
"le bonheur va m'endurcir, dur dans la merde";negative;0,825687527656555;negative;
"son cœur va me suffire, rajoute la mer";positive;0,769807398319244;positive;
"regarde le ciel, j'attends l'orage";positive;0,824311316013336;neutral ;
"attends la nuit, j'attends mon cash";negative;0,696779191493988;neutral ;
"Plus je me rapproche du sommet, plus j'entends le ciel qui gronde";positive;0,849900484085083;neutral ;
"On n'imagine pas cette vie sans remporter la guerre";positive;0,78337961435318;positive;
"Hella";neutral;0,598926901817322;neutral;
"Belek ";positive;0,741728007793427;neutral;
"La street c'est fou";positive;0,903307735919952;positive;
"Sheitana";positive;0,793144524097443;negative;
"Je vois des frères rentrer pour des peines à la Fofana";neutral;0,519826173782349;negative;
"toi ferme ta gueule, toi ferme ta gueule";neutral;0,618442833423615;negative;
"La vie c'est dur";positive;0,861411213874817;negative;
"je recoupe la pure";positive;0,693990349769592;neutral;
"Viens prendre ta cons";negative;0,73101282119751;neutral;
"Je fais mon biff";positive;0,872467577457428;positive;
"Chkoun";positive;0,775888323783875;neutral;
"Je suis faya";positive;0,710383772850037;negative;
"une plaquette d'aya";negative;0,667369067668915;neutral;
"J'sais pas pourquoi je déraille";negative;0,912373721599579;negative;
"Et je gère mes affaires";neutral;0,654282629489899;positive;
"Du sucre dans ma bouche amère";neutral;0,578901648521423;neutral;
"La mif ";neutral;0,534348905086517;neutral ;
"On a grandi comme les princes de la ville";positive;0,831357419490814;positive;
"fous comme Prince de Bel-Air";positive;0,846211075782776;neutral;
"Flow Corvette, Ford Mustang, dans la légende";positive;0,94314169883728;positive;
"La police d'une à six étoiles, à toujours se dire belek";neutral;0,655258655548096;neutral;
"Trop gentil comme Cody, sentiments dans la salle du temps";positive;0,74800431728363;neutral ;
"Il était une fois deux frères";neutral;0,624442577362061;neutral ;
"Deux fauves, deux trous dans le cerveau";negative;0,672162353992462;negative;
"poto";neutral;0,665440917015076;positive;
"Conditionnés au fond d'un hall sur une chaise";negative;0,866851150989532;negative;
"Emprisonnés, des rêves qui brisent plus d'une chaîne";positive;0,690003097057343;negative;
"Ici on sort la niaks ";negative;0,817200303077698;positive;
"puis on prend un bol d'air";positive;0,815775692462921;positive;
"Je repense à l'époque d'mon survêt et ma bulle d'air";positive;0,875029802322388;neutral;
"Mais bon c'est la vie";positive;0,810776054859161;positive;
"Tu veux être ma bitch t'as un gros boule, c'est super";positive;0,881861865520477;negative;
"Ouais l'ami j'ai pas de respect";negative;0,924222886562347;negative;
"bah pourquoi t'avales ?";negative;0,69878876209259;negative;
"Je sors un gros joint et puis je le pète dans la savane";negative;0,697701096534729;negative;
"Ces cons font la queue, mais moi je bicrave de la banane";neutral;0,619825899600983;negative;
"T'es pas content ? ";negative;0,79027384519577;negative;
"Reste dans ton camp";positive;0,674875319004059;neutral;
"Nous on charbonne ";negative;0,807439923286438;positive;
"pendant que toi tu tapes du bon temps";neutral;0,659630715847015;neutral;
"Je suis à fond d'dans, t'inquiète mon gland";positive;0,790133833885193;positive;
"Est préparé pour leur foutre depuis longtemps";neutral;0,607524752616882;Negative;
"Alors essaye pas de tester, la putain d'ta grand-mère";negative;0,908988237380981;negative;
"Tu joues un rôle, nous pas du tout, on t'attaque en mer";negative;0,990545511245728;negative;
"La juge m'a arrosé, j'ai poussé, grandi sans mère";negative;0,707881391048431;negative;
"J'ai saigné mais les anges m'ont dit : ""Faut pas s'en faire""";positive;0,682887852191925;positive;
"Je suis pas Madame Soleil";neutral;0,543048739433289;negative;
"l'avenir est dark";positive;0,770312011241913;negative;
"T'as cru quoi ? Rien n'a changé, la putain de ta mère";negative;0,810348689556122;negative;
"Quand t'es dans la merde, bah tu bibi par défaut";negative;0,842466235160828;negative;
"Que des tasses la porte à côté";negative;0,862749099731445;negative;
"Que des traîtres à l'étage en-dessous";negative;0,924009442329407;negative;
"Que des jnouns à l'étage au-dessus";negative;0,844197392463684;negative;
"Et wallah les mythos rendent sourd";neutral;0,506982326507568;negative;
"Que tu vends pour la mif";negative;0,748934984207153;neutral;
"Droit au but comme Mark Landers";positive;0,804147362709045;positive;
"Toi t'écoutes tes rappeurs khenez";positive;0,73460465669632;neutral;
"Qui t'vendent de la caille ou du poppers";negative;0,771332681179047;neutral;
"Cette tassepé smoke sur ma keskun";positive;0,7896568775177;negative;
"Mais elle veut pas que son mec le sache";neutral;0,565355777740479;neutral;
"Et moi j'veux pas savoir ton blaze";negative;0,882621884346008;negative;
"Pour leur sourire ça pipe-casse";negative;0,93855208158493;neutral;
"C'est QLF quand tu crois qu'on brasse";negative;0,799965858459473;neutral;
"Va bien niquer ta petite race";neutral;0,592583298683167;negative;
"Que la mif pour raisonner";neutral;0,586180865764618;neutral;
"Que les bleus pour venir sonner";neutral;0,593439340591431;neutral;
"Sous le matelas plus de monnaie";negative;0,76951265335083;negative;
"Retour au bonchar abonné";positive;0,773234903812408;neutral;
"Les murs s'effritent";negative;0,908202528953552;negative;
"le temps passe trop vite";negative;0,931604564189911;negative;
"Là y'a plus de liquide";negative;0,933027565479279;negative;
"chico je revends le bolide";neutral;0,546237528324127;neutral;
"Et je garde le brolic";positive;0,727041959762573;neutral ;
"Le fauve a toujours les crocs et sourit";positive;0,85907906293869;positive;
"Plus trop à l'envers, non, plutôt à l'endroit";neutral;0,591038703918457;neutral;
"Eh ma gueule";neutral;0,602870047092438;neutral;
"Et la nuit c'est vite fait";negative;0,858800828456879;negative;
"je côtoie toujours mes démons";positive;0,704643070697784;negative;
"C toujours la routine";negative;0,845664203166962;negative;
"trop de sentiments m'abîment";negative;0,93639862537384;negative;
"Blemes durs à résoudre";neutral;0,556821227073669;negative;
"Les djinns ";neutral;0,626444101333618;negative;
"J'ai envie de ken";positive;0,876127958297729;neutral;
"Chienne, bouge ton boule";positive;0,788137078285217;negative;
"traîtres";negative;0,856530249118805;negative;
"Volez, faites";neutral;0,565930426120758;negative;
"Calibre";positive;0,72725647687912;negative;
"On niquait des mères ";neutral;0,542553246021271;negative;
"Bébé, oui j'ai bien pris sur moi";neutral;0,550001740455627;positive;
"On va sur l'Avenue Foch s'acheter un nouveau toit";neutral;0,5048868060112;positive;
"Frérot chaque passe ou chaque liasse se font aussi vite que le vent";neutral;0,529872715473175;neutral;
"Rien n'est aussi fort que la force de Dieu";positive;0,94068455696106;neutral;
"Rien n'est aussi rouge que le sang";positive;0,81193733215332;neutral;
"Avant je pouvais te couper la main pour un billet de 100";negative;0,736934304237366;negative;
"Aujourd'hui c'est c'que j'laisse en pourboire avec l'air innocent";neutral;0,573470950126648;neutral;
"Ils croient peut-être qu'il faut dépenser dans c'monde pour être un boss";neutral;0,53464013338089;neutral;
"Frangin, les sous pour tes putes ils peuvent aller à tes gosses";negative;0,688537657260895;negative;
"Yo gros, yo gros, yo gros, j'suis le best";positive;0,908164978027344;positive;
"croco est la veste";neutral;0,612463772296906;neutral;
"Le temps passe, gros, pas la douleur";negative;0,718751788139343;neutral;
"La rue sait qu'on les baise";neutral;0,543501436710358;negative;
"On nettoie, nos petits font les restes";negative;0,678169012069702;neutral;
"Ma peine de taule ne fut qu'un test";negative;0,668335437774658;negative;
"Ces cons ne brassaient que des pièces";negative;0,945078790187836;negative;
"Reconnaissant";positive;0,770226538181305;positive;
"le mal est blessant";neutral;0,628915667533875;negative;
"tu comptes tes liasses de cent";neutral;0,636268734931946;positive;
"c'est jouissant";positive;0,991534411907196;positive;
"L'ennemi s'évanouissant ";negative;0,826693594455719;neutral;
"on s'en bat les couilles de vos caresses";neutral;0,508987307548523;neutral;
"Fini la paresse";negative;0,823498249053955;neutral;
"lâchez la laisse";neutral;0,652941405773163;neutral;
"Ils diront qu'ils nous ont jetés de la falaise";neutral;0,551929473876953;negative;
"On est trop balaise";negative;0,890990018844604;positive;
"tu sais qu'on les baise";neutral;0,513082325458527;negative;
"Ils vont tous faire un malaise";neutral;0,618857443332672;negative;
"On était jeunes et fous";positive;0,897328078746796;neutral;
"On en voulait des sous, ouais";neutral;0,586680829524994;neutral;
"est-ce qu'ils fileront le zeille";negative;0,696218490600586;neutral;
"Sur cette immonde terre";negative;0,687357783317566;negative;
"je taffe comme une fourmi";negative;0,807736754417419;negative;
"j'ai la plus grosse dalle";positive;0,746240377426147;positive;
"Ils nous ont pris pour des teubés";negative;0,743840992450714;negative;
"Si autant de jeunes se sacrifient, ce n'est pas pour rien";neutral;0,623958051204681;negative;
"Y'a aucun plaisir à se suicider";negative;0,965333819389343;negative;
"ce n'est que pour assouvir notre faim";negative;0,839690744876862;negative;
"Avant la fin de cette chienne de vie";neutral;0,575053751468658;negative;
"on espère en vain respirer une meilleure vie";negative;0,768095195293427;neutral;
"Enfin quitte à risquer sa vie en chemin, c'est notre avis";positive;0,803453743457794;neutral;
"Toute une génération noyée par la fume, la solitude";negative;0,983927428722382;negative;
"Et quand on marche en bande chacun a son vécu et son attitude";positive;0,869010806083679;neutral;
"Ses réactions, ses pulsions";positive;0,810832560062408;neutral;
"ses ambitions";neutral;0,509319722652435;positive;
"ses directions";neutral;0,662193715572357;neutral;
"Le plus souvent dans le banditisme";neutral;0,606132209300995;negative;
" les transactions";positive;0,738456904888153;neutral;
"Pour les gens qui font de l'argent intelligemment";positive;0,672514319419861;positive;
"Quant aux mineurs qui agressent les gens dans la rue méchamment";negative;0,734181344509125;negative;
"Un conseil : joue pas le malin avant que ce soit trop tard avant que tu fasses de la taule";negative;0,764471292495728;negative;
"Tombe dans la fume, l'alcool";negative;0,842730700969696;negative;
"va à l'école";positive;0,674991130828857;neutral;
"Déconne pas car c'est ta mère qui en souffrira";neutral;0,559988021850586;negative;
"les petits frères que t'influenceras";positive;0,809377908706665;neutral;
"l'Etat qui en rira";neutral;0,509170532226563;negative;
"Écoute-moi ";positive;0,879201412200928;neutral;
"fais pas la tête de mule";neutral;0,544800221920013;negative;
"Pendant que tu te la racontes devant tes potes";neutral;0,52285635471344;negative;
"c'est le système qui t'encule";neutral;0,559639155864716;negative;
"C'est ridicule";negative;0,987698614597321;negative;
"combien ont commencé comme toi ?";neutral;0,660934448242188;neutral;
"Et aujourd'hui plus âgés que toi, combien regrettent la chance que t'as ?";positive;0,768046617507935;neutral;
"Génération sacrifiée, j'explique pourquoi c'est comme ça";neutral;0,653151631355286;neutral;
"Pourquoi on est comme ça, qu'est-ce qui nous pousse à faire ça";negative;0,767230272293091;neutral;
"Je vois qu'ils parlent de plus en plus de délinquance à la télé";positive;0,750632464885712;negative;
"Laisse-moi m'en mêler, je mène le débat de tous ces enculés";neutral;0,62505966424942;negative;
"Politicards de merde";negative;0,967586278915405;negative;
"démagogues";negative;0,775636672973633;negative;
"Il refuse le dialogue";neutral;0,646260499954224;negative;
"Ils nous prennent pour des mongoles";neutral;0,582051813602448;negative;
"Ils veulent qu'on consulte des psychologues";neutral;0,541448593139648;negative;
"Ils se foutent de notre gueule";negative;0,790675282478333;negative;
"Ils nous endorment avec les grands mots français";positive;0,882730901241302;negative;
"J'ouvre ma gueule, hardcore, révolté aux sourcils froncés";positive;0,874731779098511;negative;
"Je récite la vie de tous les jours, ça se passe en bas des tours";positive;0,67530083656311;neutral;
"Des cités HLM, mon ghetto et ses alentours";neutral;0,576622486114502;neutral;
"Hardcore le décor qui m'entoure, je t'en prie viens faire un tour";neutral;0,65736722946167;negative;
"Tu sais très bien où ça se trouve, donc ne fais pas de détour";positive;0,733240187168121;neutral;
"Approche de la délinquance, des mauvais garçons en abondance";positive;0,841356217861176;negative;
"Fais face aux conséquences de ton institution de ton intelligence et de tes circonstances critiques";positive;0,876825869083405;neutral;
"Etat d'urgence chaotique pour les familles d'Afrique";positive;0,673609495162964;negative;
"Entourées que de racistes et de flics";negative;0,716781318187714;negative;
"En majeure partie, y'a que des cistera";neutral;0,529724776744843;negative;
"Répartis dans la police, justice en tant que magistrats";positive;0,797242522239685;negative;
"Complices de l'État et du programme qui nous est imposé, croyant apprivoiser";neutral;0,625393629074097;negative;
"Par la prison ceux qui veulent s'opposer";neutral;0,568033576011658;neutral;
"Mais rien à foutre pour les cas sociaux qui sortent du placard";negative;0,97223037481308;negative;
"C'est la banqueroute donc on revient au point de départ, prend la même route";negative;0,772580325603485;negative;
"Vu que rien n'a changé et que sans argent impossible de te ranger";negative;0,87900847196579;negative;
"En France, même avec des papiers, t'es qu'un étranger";neutral;0,521782457828522;negative;
"Sachant qu'ils volent notre oseille, ce qui fait de leur vie une merveille";positive;0,922890961170197;negative;
"Veulent qu'on sommeille dans la misère jusqu'à que la mort nous réveille";neutral;0,603248059749603;negative;
"À la veille de la fin du monde, l'amour m'a rayé de son parcours";neutral;0,5313481092453;negative;
"T'es allé en cours courir les risques afin de trouver une porte de secours";negative;0,88151878118515;neutral;
"Ici personne crie au secours, c'est chacun pour soi";neutral;0,653012692928314;negative;
"On conçoit s'en sortir sans compter sur qui que ce soit";neutral;0,528413891792297;neutral;
"Tous dans le même cas, famille nombreuse c'est galère";negative;0,745767414569855;negative;
"Déconcerté par une enfance laborieuse, c'est l'échec scolaire";negative;0,865946829319;negative;
"Maintenant, c'est la rue qui t'attend au tournant";positive;0,740531802177429;negative;
"C'est pas de ta faute ni celle de tes parents, c'est celle du gouvernement";negative;0,689164936542511;neutral;
"Qui fait payer les fiscs, les impôts";neutral;0,519181668758392;negative;
"À nos parents à plein pot, qui eux travaillent sans repos";negative;0,699804306030273;negative;
"Sachant qu'ils ont des gosses à nourrir, leur scolarité à suivre";neutral;0,63872104883194;neutral;
"Le loyer, l'électricité à payer pour survivre";neutral;0,620993137359619;negative;
"Avec quoi ? ";neutral;0,560591220855713;neutral;
"Une misère, comparé à vos salaires";negative;0,976683139801025;negative;
"Bande d'enculés de vos mères";negative;0,810221970081329;negative;
"à cause de vous on fait pleurer nos mères";neutral;0,558703541755676;negative;
"Comment veux-tu qu'il règne une bonne atmosphère de famille";neutral;0,508851766586304;negative;
"Qu'il y ait de l'affection, du bonheur, comme chez vous les chesri ?";positive;0,944337248802185;negative;
"Avec une telle situation, y'a de quoi péter les plombs sous la pression";negative;0,718955457210541;negative;
"Vous sacrifiez notre génération";negative;0,667643308639526;negative;
"Nous, jeunes du ghettos souffrons d'une douleur atroce";positive;0,876584589481354;negative;
"Qui nous vient du fond du coeur, ce qui nous rend plus féroce";positive;0,984065771102905;neutral;
"Car le contenu de nos coeurs renforce nos conceptions de la vie";positive;0,991130888462067;positive;
"Les mauvaises péripéties, nous endurons endurcis, noircis";neutral;0,584225535392761;neutral;
"Renferme notre état d'esprit de rage provoque l'orage";neutral;0,656086444854736;negative;
"Qui, lui, fait tomber les larmes comme la pluie";positive;0,758709132671356;negative;
"Aujourd'hui, le sang coule autant qu'hier";positive;0,888163685798645;negative;
"Parce que le système pose le même problème qu'hier, cause des pulsions meurtrières";positive;0,734138965606689;negative;
"Les jeunes s'affrontent malgré que c'est le même combat";neutral;0,503032267093658;neutral;
"Deux trains qui se rencontrent à 100 à l'heure ça fait des dégâts";negative;0,696662843227386;negative;
"Du carnage, dans le bain de notre sang on nage";neutral;0,579360365867615;negative;
"Et quand on s'entretue ";negative;0,741289675235748;negative;
"c'est pour leur victoire qu'on s'engage";positive;0,874208688735962;positive;
"Dans ma rue y'a que des mecs qui biz";neutral;0,564538717269897;neutral;
" des petits qui jouent au foot";neutral;0,648108541965485;positive;
"Quand aux toxicos qui se shootent, je leur fais pas la bise mais je les shoote";neutral;0,507660448551178;negative;
"Parce que tu vois, moi la came ça me dégoûte, écoute";negative;0,97295868396759;negative;
"Si toi tu la refourgues c'est ton problème, chacun sa route";neutral;0,552930235862732;neutral;
"En ce qui me concerne j'ai assez de poisse pour que j'en rajoute";negative;0,981102347373962;neutral;
"Et j'ajoute, que j'ai foi en Dieu, et l'enfer je redoute, j'ai des principes";positive;0,936234712600708;neutral;
"Je suis pas de ces types qui s'affirment comme disciples du Sheïtan";neutral;0,518793165683746;negative;
"Participent au triomphe du haram";positive;0,788051605224609;negative;
"J'anticipe, 6-6-7 façon de marcher de travers";negative;0,900240004062653;neutral;
"Manière de la remettre à l'endroit, car ils nous la font à l'envers";negative;0,746775448322296;neutral;
"Et il s'avère qu'à tout les coups c'est nous qui payeront les risques";neutral;0,665033459663391;negative;
"Dans ces lieux spéciaux construits pour les cas sociaux";neutral;0,563008546829224;negative;
"T'as compris ";neutral;0,601296424865723;positive;
" la sonpri, afin de nous priver de notre liberté";negative;0,772027254104614;negative;
"On fait le nécessaire pour vivre et on survit dans la pauvreté";positive;0,884026706218719;negative;
"En gros on préfère mourir debout que vivre à genoux";negative;0,865221440792084;neutral;
"Ils nous appellent ""voyous"" parce qu'on déjoue les plans qu'ils projettent sur nous";positive;0,735879242420197;negative;
"En gros je sais ce qu'est le mal et le bien";positive;0,73765617609024;positive;
"Et j'ai vu que nous faire du mal leur faisait du bien";positive;0,90781044960022;negative;
"Ils nous ont tout donné pour nous détruire, anéantir";neutral;0,558488488197327;negative;
"Et à partir de leurs projets ils comptent tout reconstruire";neutral;0,532339036464691;positive;
"Ils se tapent des délires sur notre dos";neutral;0,594608426094055;negative;
"Ils mènent des expériences";neutral;0,644997835159302;negative;
"Prennent pas conscience qu'ils nuisent gravement à notre existence";positive;0,724215269088745;negative;
"Quand je pense qu'à Vitry à 16 ans ça braque des banques";neutral;0,575094699859619;negative;
"Ce qui montre à quel point c'est l'argent qui manque";neutral;0,621269583702087;negative;
"Je crois qu'ils se rendent pas compte qu'ils mettent de l'essence dans le feu";negative;0,675040125846863;negative;
"Même les petits de la cité tentent de tricher dans leurs jeux";neutral;0,604169547557831;neutral;
"En bas de la pente, on essaie tous de grimper comme on peut";neutral;0,608223855495453;neutral;
"Afin de répondre à nos attentes puisqu'on ne peut compter sur eux";positive;0,74410218000412;neutral;
"Influencé par le banditisme, une jeunesse sacrifiée, répondez :";neutral;0,615426898002625;negative;
"Que deviendront les petits de mon quartier ?";neutral;0,6588454246521;neutral;
"Puisque le problème c'est l'argent";neutral;0,573284864425659;negative;
" et sans argent c'est malheureux";neutral;0,568260967731476;negative;
"C'est vrai qu'il pourrit les gens";negative;0,737020969390869;negative;
" mais nous permet d'être plus heureux";positive;0,939301431179047;positive;
"Car assoiffé par un bonheur dont on rêve tant, dont on souhaite tant";positive;0,991193771362305;neutral;
"Paie comptant suffisamment pour être contents";positive;0,698461711406708;neutral;
"On dit que le temps a pour meilleur amie la réussite";positive;0,733632981777191;neutral;
"On a trop longtemps attendu donc on procède à l'illicite";negative;0,949747860431671;negative;
"On s'incite, s'entraîne, puisqu'on traîne ensemble";positive;0,79217654466629;neutral;
"Vu que nos situations se ressemblent il est normal qu'on s'assemble";positive;0,764189958572388;positive;
"Ensemble, on fait des choses qu'on aurait jamais voulu faire";positive;0,904784440994263;negative;
"Et quand ça marche mon frère, c'est sûr que t'iras le refaire";positive;0,844884097576141;neutral;
"C'est plus fort que toi, sans ça tu n'es rien, plus de moyens";negative;0,891697287559509;negative;
"T'as froid, t'as faim, tu deviens ce galérien";neutral;0,506359457969666;negative;
"Qui voit les gens passer, les belles voitures passer";neutral;0,533515393733978;neutral;
"Et là tu te sens dépassé quand tu sens le temps passer";negative;0,988741755485535;negative;
"En silence, tu pètes les plombs, tu perds la raison";negative;0,992993533611298;negative;
"Très vite t'en trouves une autre : celle de la tentation pour l'évasion";positive;0,738435029983521;negative;
"Tragique destin quand tu as pour option la rue";neutral;0,598822176456451;negative;
"À l'école tu ne comprends rien, parce qu'au fond tu ne suis plus";negative;0,758829355239868;negative;
"Donc t'abandonnes, et laisses ça pour tes petits frères";negative;0,856408953666687;negative;
"En espérant que tes petites frères vont faire ce que tu n'as pu faire";neutral;0,549154341220856;positive;
"Voilà que tu tombes dans l'alcool, les spliffs, ce qui n'arrange pas les choses";negative;0,974343419075012;negative;
"T'es trop fatigué, impulsif, qui revendique une vie en rose";negative;0,898906886577606;negative;
"Rabzas, renois c'est vrai que ce mode de vie est insensé";neutral;0,582279324531555;negative;
"Mais faut à tout prix se reprendre, cessons de nous enfoncer";neutral;0,643947243690491;positive;
"Si tu veux pas comprendre, c'est que t'es un peu défoncé";negative;0,900046229362488;negative;
"Une fois a jeun réalise enfin dans quel fossé tu t'es lancé";negative;0,897782564163208;negative;
"Je crois pas que c'est le destin qui veut que tu courre à ta perte";neutral;0,551313459873199;negative;
"Mais le système qui fait de sorte à ce que tu te jettes dans la merde";negative;0,93836373090744;negative;
"Puis tu refuses de te soumettre et ça ils l'acceptent pas";neutral;0,589317798614502;negative;
"T'es pas chez toi, donc ils envoient leur fils à tes pas";neutral;0,516075670719147;negative;
"La police tourne jour et nuit, te voit galérer";neutral;0,552541553974152;negative;
"Pendant que tu joues les caïds dans la rue on t'a déjà repéré";negative;0,690898835659027;negative;
"Pour un petit bout de drogue douce, tu pourrais finir au poste";negative;0,771086454391479;negative;
"Juste pour te casser les couilles, poussé à bout tu ripostes";negative;0,891116201877594;negative;
"Et là t'as perdu, six millions de façons de nettoyer les rues";negative;0,984160959720612;negative;
"""La France aux français"", les immigrés ils n'en ont jamais voulu";neutral;0,631847321987152;negative;
"Dans ma rue, on a des Babtous qui ont perdu la boule";negative;0,907145440578461;negative;
"Ils s'en battent les yecou, parce que leur propre bled les refoule";neutral;0,603686988353729;negative;
"Je parle pas de ces bouffons qui ont tout, qui se laissent engrainer";negative;0,915663123130798;negative;
"Mais ceux qui n'ont rien comme nous, ont la rue pour destinée";neutral;0,626400291919708;negative;
"C'est triste ";positive;0,741078019142151;negative;
"ce vice finit par nous avoir";negative;0,769552528858185;negative;
"Plus tu persistes, plus t'accentues la sentence du pouvoir";neutral;0,565722227096558;negative;
" responsable de toutes nos contraintes";positive;0,803848922252655;neutral;
"Ils portent atteinte à nos vies, laisse pas d'empreintes car l'homicide est bien réfléchi";positive;0,739042401313782;negative;
"Je ressens la crainte en observant de loin les gamins";neutral;0,579789996147156;negative;
"Quand je repense à hier en voyant aujourd'hui j'imagine demain";positive;0,79784369468689;positive;
"Sur le terrain, ils voudront nous abattre comme du bétail";negative;0,709454774856567;negative;
"On fera la guerre dans nos quartiers, transformés en champs de bataille";neutral;0,644190192222595;negative;
"Vu que pour un rien, ils dégainent le P38 pour braquer, rarement a jeun";negative;0,830207586288452;negative;
"C'est pas à un alcoolique qu'il faut que tu refiles un tardpé";negative;0,751021385192871;negative;
"Une forte pensée aux nôtres tués de la main de la police";positive;0,908621907234192;negative;
"Protégés par la loi écrite sûrement de la main d'un raciste";neutral;0,503880262374878;negative;
"Pour tous mes frères incarcérés";positive;0,856817781925201;negative;
"au microphone j'insiste";positive;0,758367836475372;neutral;
"Je suis pas venu là en tant qu'humaniste mais en tant que soldat qui résiste";positive;0,863665878772736;neutral;
"Même si on en a marre, qu'ils ont tourné nos vies en cauchemars";neutral;0,531785845756531;negative;
"Nous ne perdons pas espoir, nous resterons débrouillards";neutral;0,51141357421875;positive;
"Je pense qu'à l'avenir, faudra penser à construire d'autres prisons";neutral;0,621403753757477;negative;
"Parce que le béton voit grandir sur lui des nouvelles générations";positive;0,79928183555603;neutral;
"Ouais je te parle des marmots qui jouent au foot à la cité, hein";negative;0,738230168819427;neutral ;
"Pour l'instant ils sont inconscients";negative;0,873326182365417;negative;
"Mais bientôt ils seront conscients que sans argent tu n'es rien";neutral;0,625272929668427;negative;
"Et ils feront tout pour l'avoir, comme nous ils vont se démerder";neutral;0,639231860637665;;
"Hein, je vais pas te faire un dessin";negative;0,850086569786072;;
"Et ils iront CJD au grand quartier";positive;0,673212230205536;;
"Et avec fierté ils en parleront comme beaucoup aujourd'hui";positive;0,947050452232361;;
"Tu vois, pourtant au départ on était tous des bébés innocents…";neutral;0,647705614566803;;
"J'te décris le garçon que je fus adolescent";neutral;0,510665714740753;;
"Tu sais qu'il y a pas de détergent quand sur les mains t'as du sang";neutral;0,590248584747314;;
"Diplômé de l'école buissonnière, y'avait plus urgent";negative;0,948817491531372;negative;
"Brandissant le grenaille, pour se faire remettre l'argent";negative;0,738633811473846;;
"Devant un commerçant ou même un distributeur";neutral;0,564633190631866;;
"Instinct de Vitriot, j'ai fini rappeur à défaut d'être braqueur";neutral;0,510645389556885;;
"Tu sais qu'un mec bien tiens compte de ses erreurs";positive;0,791548013687134;;
"Et qu'un monstre ne se rend pas compte de ses horreurs";neutral;0,555501461029053;;
"J'ai jamais hagar un mec, à part s'il le méritait bien";negative;0,768413245677948;negative;
"J'compte plus les tête-à-tête, les coups de schlass de chirurgien";neutral;0,536302864551544;;
"Une pensée pour ton pit', ton doberman";positive;0,790112972259521;;
"Foolek imprévisible depuis l'époque de Black Superman";positive;0,889844357967377;;
"J'ai claqué mon prof";negative;0,817228019237518;negative;
"balayé le principal";negative;0,727675259113312;negative;
"Insulté l'éducateur";negative;0,722487449645996;negative;
"nique ton père, t'es pas mon père man !";neutral;0,560476958751678;negative;
"Aux microbes je m'adresse, messager du halla";neutral;0,552832126617432;negative;
"""Et quand on me le rappelle"", j'en suis pas fier mais j'ai dû passé par là";negative;0,673805713653564;;
"J'ai trainé jusqu'à ne plus savoir où aller dans ma vie de la tess";negative;0,987300515174866;negative;
"Va dire aux médisants que je les baise et en vitesse";neutral;0,52761834859848;negative;
"Qu'est-ce qu'ils connaissent de ma vie ? ";neutral;0,664081931114197;;
"Repris de justesse";positive;0,696960985660553;;
"J'ai toujours joué contre les Bleus y'avait pas de match amicaux";positive;0,719032526016235;negative;
"Ça se terminait aux pénos, j'en ai perdu ma chicot";negative;0,985673904418945;;
"Et ça le fait, c'est pour les cranes balafré, les sekrans";positive;0,699665248394012;;
"Les mains enflées, les chanceuses, les cleptomanes";neutral;0,661492109298706;negative;
"Au temps où les dealeurs de cames se faisaient chasser jour et nuit";neutral;0,592754304409027;;
"Les mêmes qui leurs faisaient la guerre, la revendent aujourd'hui";neutral;0,518188834190369;;
"Changer";neutral;0,638301014900208;;
"Se poser, on essaie";neutral;0,597175359725952;;
"On est instables";positive;0,789932072162628;negative;
"Comment te l'expliquer ? ";positive;0,672012984752655;;
"Vécu déséquilibré ";neutral;0,557956218719482;negative;
"Égaré dur de se situer";negative;0,95955091714859;negative;
"Je suis ce Comorien attaché à ses valeurs";positive;0,956602156162262;;
"Ce ksos attaché à ses voleurs";neutral;0,514895915985107;negative;
"Ce soir Paris est mort, mais la vie continue";positive;0,847368836402893;;
"Hmmm... histoires de rue débordent de mes oreilles";positive;0,83371913433075;;
"Mais ne sortent jamais d'ma bouche où je ferais tuer v'là les gens, khey";positive;0,712579071521759;;
