channel;sequence;default label;default score;camembert label;camembert score;label
#accueil;abawiwiwi;NEUTRAL;0,5517;POSITIVE;0,7022;POSITIVE
#accueil;C'est quoi, cette manie, de bosser la nuit ??;NEGATIVE;0,9922;NEGATIVE;0,9766;NEGATIVE
#accueil;!seen Mehox*;POSITIVE;0,9911;NEUTRAL;0,5381;NEUTRAL
#accueil;Mehox (Chaat@7FF48EB7.F2A4515F.D7810AC3.IP) a été vu pour la dernière fois quitter #Ados il y a 16 minutes (Bon retour sur www.chaat.fr).;NEGATIVE;0,9886;NEGATIVE;0,7374;NEGATIVE
#accueil;Terre-Hermess: je bosse ni la nuit ni le jour lol;NEGATIVE;0,8024;NEGATIVE;0,7108;NEUTRAL
#accueil;https://www.youtube.com/watch?v=XXYlFuWEuKI;NEGATIVE;0,9284;POSITIVE;0,7083;NEUTRAL
#accueil;YouTube The Weeknd - Save Your Tears (Official Music Video) par TheWeekndVEVO (durée: 4:09) - Vue(s): 427116299;NEGATIVE;0,9953;NEUTRAL;0,6459;NEUTRAL
#accueil;bonsoir les larbins;NEUTRAL;0,6261;NEUTRAL;0,5657;NEGATIVE
#accueil;Elle se répète;NEGATIVE;0,7763;NEGATIVE;0,8341;NEGATIVE
#accueil;. https://www.youtube.com/watch?v=kTTwGqeNdlE;NEGATIVE;0,9477;NEUTRAL;0,6531;NEUTRAL
#accueil;https://www.youtube.com/watch?v=aS1no1myeTM;NEGATIVE;0,9722;NEUTRAL;0,5991;NEUTRAL
#accueil;YouTube IC3PEAK - THIS WORLD IS SICK par IC3PEAK (durée: 1:50) - Vue(s): 13961559;NEGATIVE;0,9994;NEGATIVE;0,7711;NEUTRAL
#accueil;arrêtez la..;NEGATIVE;0,963;NEGATIVE;0,995;NEGATIVE
#accueil;YouTube Miley Cyrus - Midnight Sky (Official Video) par MileyCyrusVEVO (durée: 3:43) - Vue(s): 144874091;NEGATIVE;0,9918;NEGATIVE;0,7209;NEUTRAL
#accueil;Insomnie: en quoi on est larbins ?;NEGATIVE;0,9929;NEGATIVE;0,8578;NEGATIVE
#accueil;sublime je ne parle pas au usere qui insult;POSITIVE;0,7493;POSITIVE;0,9672;NEGATIVE
#accueil;sublime je ne parle pas au usere qui insulte;POSITIVE;0,906;POSITIVE;0,9737;NEGATIVE
#accueil;je suis obsédée par cette chanson, et Miley Cyrus est supra jolie;NEGATIVE;0,9511;POSITIVE;0,991;POSITIVE
#accueil;Bonsoir Insomnie.;NEGATIVE;0,9904;NEUTRAL;0,5503;POSITIVE
#accueil;L'étoile de l'islam c'est bien le prophète Mahomet alors que en France un pays  cent pour cent bâtards s;NEGATIVE;0,9118;NEGATIVE;0,8044;NEGATIVE
#accueil;Venom  a été enregistré mdr  bizzar a chaque fois je reviens avec se pseudo   il se fait enregistré  huhu;NEGATIVE;0,9884;NEGATIVE;0,7839;NEGATIVE
#accueil;Mamy: miley cirus ell est un peu nuageuse ?;NEGATIVE;0,9779;NEGATIVE;0,7207;NEUTRAL
#accueil;Kipsi:  ah et bonsoir;NEGATIVE;0,9358;POSITIVE;0,8037;POSITIVE
#accueil;G500pseudos: En meme temps c'est normal...;NEGATIVE;0,814;NEUTRAL;0,573;NEUTRAL
#accueil;Elle est surtout pleine de drogue.;POSITIVE;0,9932;NEGATIVE;0,753;NEGATIVE
#accueil;Bonjour;POSITIVE;0,9679;POSITIVE;0,6751;POSITIVE
#accueil;Soir;POSITIVE;0,9993;NEGATIVE;0,6937;NEUTRAL
#accueil;elle tres sexy mamy;POSITIVE;0,9952;POSITIVE;0,8126;POSITIVE
#accueil;Ya rien de normal ici mdr;NEGATIVE;0,9816;NEGATIVE;0,7198;NEGATIVE
#accueil;  bonsoir P0ussiere2lune|TaFF;NEGATIVE;0,9854;POSITIVE;0,7692;POSITIVE
#accueil;G500pseudos:  mdrr;NEGATIVE;0,9759;NEUTRAL;0,5556;POSITIVE
#accueil;Personne:osef lol xD;NEGATIVE;0,9769;NEGATIVE;0,6726;NEGATIVE
#accueil;G500pseudos:  mais qu'est ce que la normalité finalement;NEGATIVE;0,9795;NEGATIVE;0,7686;NEUTRAL
#accueil;bonsoir Izzy;POSITIVE;0,9782;POSITIVE;0,8187;POSITIVE
#accueil;. https://www.youtube.com/watch?v=Y6tDdjOmsCY;NEGATIVE;0,9335;POSITIVE;0,6857;NEUTRAL
#accueil;YouTube IC3PEAK - Плак-Плак par IC3PEAK (durée: 3:21) - Vue(s): 31488203;NEGATIVE;0,9932;NEGATIVE;0,6774;NEUTRAL
#accueil;hakunamatata moi j'adore surtout le clip et les fringues, et la chanson évidemment !;POSITIVE;0,9221;POSITIVE;0,9508;POSITIVE
#accueil;G500pseudos: Sur ca en tout cas c'est normal, t'enregistre pas un pseudo pour 1 jours hein...;NEGATIVE;0,9802;NEUTRAL;0,6607;NEUTRAL
#accueil;Saad;POSITIVE;0,9873;NEUTRAL;0,6366;NEGATIVE
#accueil;Julienjulien699 👻;NEGATIVE;0,8569;POSITIVE;0,7668;NEUTRAL
#accueil;Poussière  en effet;NEGATIVE;0,9858;NEGATIVE;0,9369;NEUTRAL
#accueil;Julienjulien699 👻 Les filles 🥰;NEGATIVE;0,9654;NEUTRAL;0,6173;POSITIVE
#accueil;Insomnie;NEGATIVE;0,996;NEGATIVE;0,8797;NEGATIVE
#accueil;il ce désactive après 2 mois d'inactivité G500pseudos ,donc, oui c'est normal;NEGATIVE;0,9943;NEGATIVE;0,8075;NEGATIVE
#accueil;moi,c;NEGATIVE;0,8367;NEUTRAL;0,6509;NEUTRAL
#algerie;Wafia bjr;NEGATIVE;0,9641;POSITIVE;0,7506;POSITIVE
#algerie;cv imen;POSITIVE;0,8563;NEUTRAL;0,6056;NEUTRAL
#algerie;houa idjibha ouana nchedd fik ya imen;NEGATIVE;0,9296;POSITIVE;0,7525;NEUTRAL
#algerie;Bjr tt le monde;POSITIVE;0,9564;POSITIVE;0,8513;POSITIVE
#algerie;Hmdlh khti wafia wti;NEGATIVE;0,9861;POSITIVE;0,7183;NEUTRAL
#algerie;Nailaa: bnjr cv;NEGATIVE;0,9907;POSITIVE;0,8006;POSITIVE
#algerie;walahi cvp;NEGATIVE;0,9841;POSITIVE;0,887;NEUTRAL
#algerie;tu acceptes imen?;NEGATIVE;0,9453;POSITIVE;0,722;NEUTRAL
#algerie;Argelino1 awah ana ma nosleh ma nsaye9 😂 😂 😂 😂 😂;NEGATIVE;0,9733;NEUTRAL;0,6499;POSITIVE
#algerie;bonjour tout le monde;POSITIVE;0,9948;POSITIVE;0,7576;POSITIVE
#algerie;Bjr naila cv zina;NEGATIVE;0,9868;POSITIVE;0,7175;POSITIVE
#algerie;maalich nhattek fouk canapé ou netfaredj fik imen;NEGATIVE;0,9546;NEUTRAL;0,6002;NEUTRAL
#algerie;ChoupetteNoPV: bnjr;NEGATIVE;0,9607;POSITIVE;0,689;POSITIVE
#algerie;Hhhhhh;NEGATIVE;0,973;NEUTRAL;0,5923;NEUTRAL
#algerie;bonjour speedd;POSITIVE;0,7937;POSITIVE;0,8488;POSITIVE
#algerie;Mtgolich choupettenopv New-man;NEGATIVE;0,819;NEUTRAL;0,6362;NEUTRAL
#algerie;ChoupetteNoPV: CV b1;NEGATIVE;0,9836;NEGATIVE;0,7198;POSITIVE
#algerie;bonjour Imen;POSITIVE;0,9583;POSITIVE;0,8191;POSITIVE
#algerie;!calin ChoupetteNoPV cherie;POSITIVE;0,9933;POSITIVE;0,6785;POSITIVE
#algerie; new-man prend ChoupetteNoPV dans ses bras et lui fait un énorme calin ❤❤❤;NEGATIVE;0,9825;POSITIVE;0,8277;POSITIVE
#algerie;oui ca va speedd merci et toi;NEGATIVE;0,8776;POSITIVE;0,8028;POSITIVE
#algerie;Argelino1 hhhhhhhhh tbat thatref khtik 😂;NEGATIVE;0,9914;NEUTRAL;0,6498;POSITIVE
#algerie;!calin new-man;POSITIVE;0,9957;NEUTRAL;0,6279;POSITIVE
#algerie; ChoupetteNoPV prend new-man dans ses bras et lui fait un énorme calin ❤❤❤;NEGATIVE;0,9828;POSITIVE;0,825;POSITIVE
#algerie;ChoupetteNoPV: hmdlh merci à toi;NEGATIVE;0,9932;NEUTRAL;0,6049;POSITIVE
#algerie;Bjr choupettenopv cv ma belle;NEGATIVE;0,8204;POSITIVE;0,7672;POSITIVE
#algerie;oui va va Imen et toi;NEUTRAL;0,6419;POSITIVE;0,8406;POSITIVE
#algerie;الحرارة لاتطاق;NEGATIVE;0,7534;POSITIVE;0,8198;NEUTRAL
#algerie;Imen:  je te presente mon amour ChoupetteNoPV;NEUTRAL;0,564;POSITIVE;0,8008;POSITIVE
#algerie;New-man calin c hram illicite 😂 😂 😂 😂 😂;NEGATIVE;0,9669;NEUTRAL;0,6599;POSITIVE
#algerie;new-man: hhhh;NEGATIVE;0,9278;NEUTRAL;0,5974;POSITIVE
#algerie;!embrasse ChoupetteNoPV;POSITIVE;0,9933;NEUTRAL;0,6465;NEUTRAL
#algerie;new-man embrasse tendrement ChoupetteNoPV jusqu'à ne plus avoir de bouche.(Ɔ ˘⌣˘)♥(˘⌣˘ C);NEGATIVE;0,9816;POSITIVE;0,706;POSITIVE
#algerie;B1 😊 choupettenopv 🌹;NEGATIVE;0,9917;NEUTRAL;0,5832;POSITIVE
#algerie;Clara arrête tes provocations tu pousses les gens à la fornication;NEGATIVE;0,779;NEGATIVE;0,8443;POSITIVE
#algerie;!kiss new-man;POSITIVE;0,9997;POSITIVE;0,8009;NEGATIVE
#algerie;ChoupetteNoPV fait un énorme Kiiiiisss à new-man;NEGATIVE;0,9914;POSITIVE;0,7323;POSITIVE
#algerie;c beau lamour Imen;POSITIVE;0,9777;POSITIVE;0,9414;POSITIVE
#algerie;Wallas freeeeeeedoooooom 😂;NEGATIVE;0,9868;POSITIVE;0,8512;POSITIVE
#algerie;ChoupetteNoPV:  tu ma manke;NEGATIVE;0,9778;POSITIVE;0,8359;POSITIVE
#algerie;New-man lllllooooolllll ghi li 3ndo draham brk 😂 😂 😂 😂 😂 😂;NEGATIVE;0,9863;POSITIVE;0,7642;POSITIVE
#algerie;toi aussi new-man;POSITIVE;0,9789;POSITIVE;0,692;POSITIVE
#algerie;Imen c'est ça la liberté d'expression;NEGATIVE;0,7912;POSITIVE;0,8314;POSITIVE
#algerie;Choupettenopv t l'aime ?;NEGATIVE;0,9846;NEUTRAL;0,5951;NEUTRAL
#algerie;lol oui pourquoi;POSITIVE;0,6909;NEGATIVE;0,7323;POSITIVE
#algerie;Wallas  :/ lyah;NEGATIVE;0,9952;NEUTRAL;0,6168;NEGATIVE
#algerie;merci ma belle ChoupetteNoPV;NEGATIVE;0,8577;POSITIVE;0,7095;POSITIVE
#algerie;Imen:  demande lui lol;NEGATIVE;0,9458;NEUTRAL;0,6558;NEUTRAL
#algerie;Guest32725: bnjr;NEGATIVE;0,8554;POSITIVE;0,8645;POSITIVE
#algerie;!tendresse new-man;NEGATIVE;0,7471;NEUTRAL;0,6137;POSITIVE
#algerie;ChoupetteNoPV prend new-man dans ses bras, et lui fait un super calin <3 C'est ça l'amour ♥(Ɔ ˘⌣˘)˘⌣˘ C)♥;NEGATIVE;0,9644;POSITIVE;0,9539;POSITIVE
#algerie;Speedd bjr;NEUTRAL;0,5635;POSITIVE;0,8711;POSITIVE
#algerie;!calin ChoupetteNoPV partout;POSITIVE;0,8227;NEUTRAL;0,5214;POSITIVE
#algerie; new-man prend ChoupetteNoPV dans ses bras et lui fait un énorme calin ❤❤❤;NEGATIVE;0,9825;POSITIVE;0,8277;POSITIVE
#algerie;!coeur ChoupetteNoPV;POSITIVE;0,823;NEUTRAL;0,5975;POSITIVE
#algerie;❤❤❤❤ ChoupetteNoPV ❤❤❤❤ ;NEGATIVE;0,9879;NEUTRAL;0,5864;POSITIVE
#algerie;toto: bnjr frr ara domino nelaabo;NEGATIVE;0,9179;POSITIVE;0,8834;POSITIVE
#algerie;!love ChoupetteNoPV;POSITIVE;0,9996;POSITIVE;0,7548;POSITIVE
#algerie;new-man t'aime de tout son coeur ChoupetteNoPV ! DéClaration devant vous sur #algerie ! (Ɔ ˘⌣˘)♥(˘⌣˘ C);NEGATIVE;0,9888;POSITIVE;0,9136;POSITIVE
#algerie;speedd:  bjr sahit khou;POSITIVE;0,8098;POSITIVE;0,8401;POSITIVE
#algerie;speedd:  tu adore le mot partout toi hhhh;POSITIVE;0,9218;POSITIVE;0,6948;POSITIVE
#algerie;!love new-man;POSITIVE;0,9998;POSITIVE;0,9127;POSITIVE
#algerie;ChoupetteNoPV t'aime de tout son coeur new-man ! DéClaration devant vous sur #algerie ! (Ɔ ˘⌣˘)♥(˘⌣˘ C);NEGATIVE;0,9897;POSITIVE;0,9348;POSITIVE
#algerie;Clara tu joues à quoi, tu veux créer un climet électrique et de tension au salon;NEGATIVE;0,7765;NEGATIVE;0,902;NEGATIVE
#algerie;New-man c'est vrai tu as posté ta tof ici ?;NEGATIVE;0,9856;NEUTRAL;0,5079;NEUTRAL
#algerie;toto: sefra beida khyar;POSITIVE;0,9739;POSITIVE;0,7306;NEUTRAL
#algerie;😏 hani choufouni;NEUTRAL;0,606;POSITIVE;0,684;NEUTRAL
#algerie;new-man: lol;POSITIVE;0,9342;NEUTRAL;0,6288;POSITIVE
#algerie;sefra speedd;POSITIVE;0,6897;POSITIVE;0,7081;NEUTRAL
#algerie;Toto bjr;POSITIVE;0,9607;POSITIVE;0,8304;POSITIVE
#algerie;nailaa cc cv;NEGATIVE;0,9771;NEUTRAL;0,6336;POSITIVE
#algerie;je suis moche lol Guest32725  si je la poste elles vont senfuir lol;NEGATIVE;0,9828;NEGATIVE;0,7977;NEGATIVE
#algerie;"Pourquoi l'avz-vs aimé choupettenopv ;)";NEGATIVE;0,9515;NEUTRAL;0,6455;POSITIVE
#algerie;toto: c bn rbeht 3omra chakhsayn khyar chkon tedi maak;NEGATIVE;0,9763;POSITIVE;0,9303;NEUTRAL
#algerie;New-man chad 9lbek lol;NEGATIVE;0,9929;NEUTRAL;0,5572;NEUTRAL
#algerie;coucou bonjour Guest32725 tu vas bien;POSITIVE;0,7436;POSITIVE;0,8227;POSITIVE
#algerie;ca Imen;NEUTRAL;0,6359;NEUTRAL;0,602;NEUTRAL
#algerie;New-man donc pas vrai ?;NEGATIVE;0,9942;NEUTRAL;0,521;NEUTRAL
#algerie;olala Imen kelle curieuse lol;NEGATIVE;0,942;POSITIVE;0,759;NEGATIVE
#algerie;Toto bien bien et toi;POSITIVE;0,9296;POSITIVE;0,8708;POSITIVE
#algerie;Hhhh vazy choupettenopv;NEGATIVE;0,9634;NEUTRAL;0,5619;POSITIVE
#algerie;tres bien c est gentil merci Guest32725;NEGATIVE;0,8331;POSITIVE;0,9838;POSITIVE
#algerie;lol Imen;NEUTRAL;0,554;NEUTRAL;0,6488;NEUTRAL
#algerie;Guest32725:  pourkoi cette question;NEGATIVE;0,9361;NEUTRAL;0,655;NEUTRAL
#algerie;wach rbaht speedd ?;NEGATIVE;0,9913;NEUTRAL;0,61;NEUTRAL
#algerie;De rien;POSITIVE;0,9377;NEGATIVE;0,7139;POSITIVE
#algerie;3yit;NEGATIVE;0,8391;POSITIVE;0,7001;NEUTRAL
#algerie;J ss ta grd soeur nn New-man;NEGATIVE;0,946;NEUTRAL;0,5722;NEGATIVE
#algerie;New-man curiosité des femmes;POSITIVE;0,9444;NEUTRAL;0,5155;NEGATIVE
#algerie;new-man:  Unknown wach rakoum;NEGATIVE;0,9917;NEUTRAL;0,5851;NEUTRAL
#algerie;Unknown reposé;NEGATIVE;0,9964;NEGATIVE;0,8455;POSITIVE
#algerie;toto bien hmd et toi;NEGATIVE;0,7098;POSITIVE;0,921;POSITIVE
#algerie;Toto fi hala.;NEGATIVE;0,8445;NEUTRAL;0,6376;NEUTRAL
#algerie;hamdoullah merci new-man;NEUTRAL;0,5269;POSITIVE;0,8705;POSITIVE
#algerie;T es riche Toto ?;NEGATIVE;0,9866;NEUTRAL;0,5992;NEUTRAL
#algerie;ok ma soeur Imen;POSITIVE;0,9973;POSITIVE;0,723;POSITIVE
#algerie;Ok New-man mm qst pr toi frero;NEGATIVE;0,9748;POSITIVE;0,6871;NEUTRAL
#algerie;comme d hab Unknown non lol;NEGATIVE;0,9831;NEUTRAL;0,6534;NEGATIVE
#algerie;toto: d3awi lkhyr;NEGATIVE;0,883;POSITIVE;0,7795;NEUTRAL
#algerie;Hhhh;NEGATIVE;0,9446;NEUTRAL;0,6598;NEUTRAL
#algerie;AndroUser cc;NEGATIVE;0,9669;POSITIVE;0,7154;NEUTRAL
#algerie;Qui est riche ici présent ?;POSITIVE;0,8733;NEUTRAL;0,6355;NEUTRAL
#algerie;imen;POSITIVE;0,9335;NEUTRAL;0,5862;NEUTRAL
#algerie;🙄 uh c est speedd qui gere mon argent Unknown lol;NEGATIVE;0,9787;NEUTRAL;0,6498;NEGATIVE
#algerie;Unknown: c imen riche bzf;NEGATIVE;0,9916;POSITIVE;0,7648;NEUTRAL
#algerie;J ve 1e rps New-man;NEUTRAL;0,6488;POSITIVE;0,7392;NEUTRAL
#algerie;Toto t es foutu xD;NEGATIVE;0,8513;NEGATIVE;0,7995;NEGATIVE
#algerie;😂 speedd hssabli soukna;NEGATIVE;0,9774;POSITIVE;0,782;POSITIVE
#algerie;Guest32725:  je ne vois ke ChoupetteNoPV lol  tu es venu en retard lol je peux pas tenvoyer ma photo;NEGATIVE;0,9679;NEUTRAL;0,6628;NEGATIVE
#algerie;Speedd lol chute;NEGATIVE;0,9955;NEGATIVE;0,8026;NEGATIVE
#algerie;Unknown: hhh;NEGATIVE;0,992;NEUTRAL;0,6093;NEUTRAL
#algerie;😲 Unknown;NEGATIVE;0,9979;NEUTRAL;0,6336;NEGATIVE
#algerie;Imen tu es à un pouce de la tombe, vu tes 90 ans;NEGATIVE;0,9852;NEGATIVE;0,9436;NEGATIVE
#algerie;Imen habiti la3ziza twahachtek xD;NEGATIVE;0,9914;POSITIVE;0,7202;NEUTRAL
#algerie;Lol wallas;NEGATIVE;0,9611;NEUTRAL;0,5221;NEGATIVE
#algerie;invite nous a oran moi et ChoupetteNoPV;NEGATIVE;0,9641;POSITIVE;0,762;POSITIVE
#algerie;Mdrrrrr New-man j'ai pas demandé ta tof;NEGATIVE;0,9686;NEGATIVE;0,7316;NEGATIVE
#algerie;toto: soukna maknch ya kho asber 30 an nchlh;NEGATIVE;0,9835;POSITIVE;0,7108;NEUTRAL
#algerie;Unknown hhhhhhhhhh;NEGATIVE;0,9886;NEUTRAL;0,6502;NEUTRAL
#algerie;!voice toto;POSITIVE;0,9979;POSITIVE;0,8481;NEUTRAL
#algerie;😋 t as raison Unknown je suis foutu avec speedd;NEGATIVE;0,9888;NEUTRAL;0,5687;POSITIVE
#algerie;!voice ChoupetteNoPV;NEGATIVE;0,9459;NEUTRAL;0,5019;NEUTRAL
#algerie;sahit new-man;POSITIVE;0,9951;POSITIVE;0,7171;NEUTRAL
#algerie;Imen j' ai besoin de 30millions;NEGATIVE;0,8456;NEUTRAL;0,5577;NEUTRAL
#algerie;toto: pour koi drahmk f sonne ;POSITIVE;0,9265;NEUTRAL;0,5471;NEUTRAL
#algerie;Toto t es foutu demain tu lui mon argent il te répondra t es qui xD..;NEGATIVE;0,9747;NEGATIVE;0,8181;NEGATIVE
#algerie;Unknown j'ai que 46 millions pr l'instant :);NEGATIVE;0,9766;NEUTRAL;0,5135;POSITIVE
#algerie;Imen: medilo 30milio' yak nty taklihom kawkaw;NEGATIVE;0,9897;POSITIVE;0,8054;NEUTRAL
#algerie;😁 c est ça qui m inquiète justement speedd;NEGATIVE;0,9308;NEUTRAL;0,6318;NEGATIVE
#algerie;Donne moi 30 j en ai vraiment besoin;NEUTRAL;0,5339;NEUTRAL;0,6101;NEGATIVE
#algerie;Speedd hhhhhh chkoun 9lk thya aw-aw;NEGATIVE;0,9882;POSITIVE;0,7183;NEUTRAL
#algerie;Imen 3andi Yasser mashartech;NEUTRAL;0,523;POSITIVE;0,7504;NEUTRAL
#algerie;😥 rends mon argent speedd;NEGATIVE;0,8979;NEUTRAL;0,6619;NEGATIVE
#algerie;Imen ou ana manguedebch 3lik swardi ighidouni;NEGATIVE;0,7721;POSITIVE;0,7431;NEUTRAL
#algerie;toto: matkesserch rassek je c gèrer اني لها لقوى امين;NEGATIVE;0,9416;POSITIVE;0,7659;POSITIVE
#algerie;Unknown hhhhhhhh hab tshar.;NEGATIVE;0,9933;NEUTRAL;0,552;NEUTRAL
#algerie;Enfin si tu me donne 30millions;NEUTRAL;0,5293;NEGATIVE;0,7277;NEUTRAL
#algerie;Imen: bayna hhh;NEGATIVE;0,7897;POSITIVE;0,7137;NEUTRAL
#algerie;😏 apparemment Guest32725 veut voir speedd en tof mdrr;NEGATIVE;0,9589;NEUTRAL;0,5291;NEUTRAL
#algerie;Imen nkhaf nfazed swardi;NEGATIVE;0,9939;POSITIVE;0,7561;NEUTRAL
#algerie;Guest32725: tu ve me voir lol toto ;POSITIVE;0,7809;POSITIVE;0,7836;NEUTRAL
#algerie;"Unknown hhhhhhhh mrabi 3lihom kbda ok nsalfek w trohom fi novembre 900 millions ;)";NEGATIVE;0,9935;POSITIVE;0,6837;NEUTRAL
#algerie;🙄 chhal 3andi fel compte speedd ??;NEGATIVE;0,9918;POSITIVE;0,7387;NEUTRAL
#algerie;Imen khsarra 3lik;POSITIVE;0,9797;POSITIVE;0,7716;NEUTRAL
#algerie;toto: tu fait demande manuscrite je repli davantage lol;NEGATIVE;0,8693;NEUTRAL;0,5939;NEUTRAL
#algerie;Imen wech Dana lel selef.;NEGATIVE;0,9709;NEUTRAL;0,5584;NEUTRAL
#algerie;oui oui je pense speedd yak t es moche non ptdrrr;NEGATIVE;0,9868;NEUTRAL;0,6072;NEGATIVE
#algerie;Unknown lol vive riba;NEGATIVE;0,9856;NEUTRAL;0,6028;POSITIVE
#algerie;😋 comme moi non speedd;NEGATIVE;0,969;NEUTRAL;0,5614;POSITIVE
#algerie;Imen ya benti diri hada tu va rien faire avec;NEGATIVE;0,9744;NEGATIVE;0,7368;NEGATIVE
#algerie;Unknown habni nsade9 ok;NEGATIVE;0,9953;NEUTRAL;0,5475;NEUTRAL
#algerie;Imen mech sadaka non;NEGATIVE;0,981;NEUTRAL;0,6512;NEGATIVE
#algerie;toto: ghyr matchofnixh guest sinon yroh 3a9lha hhh;NEGATIVE;0,8905;NEUTRAL;0,6461;NEUTRAL
#algerie;😣 jiblli drahmi nechri kebch speedd;NEGATIVE;0,9698;POSITIVE;0,8319;NEGATIVE
#algerie;Fait vraiment chaud el youm;POSITIVE;0,9806;POSITIVE;0,9658;NEGATIVE
#algerie;Unknown si rani rayha voyage w kjsni 40mill;NEGATIVE;0,9496;POSITIVE;0,6756;NEUTRAL
#algerie;Millions;NEUTRAL;0,5339;NEUTRAL;0,5612;NEUTRAL
#algerie;Où vas tu ?;NEGATIVE;0,9585;NEUTRAL;0,6297;NEUTRAL
#algerie;3nd khali :);NEGATIVE;0,7857;POSITIVE;0,7838;POSITIVE
#algerie;Imen bsahtek;NEUTRAL;0,5021;POSITIVE;0,782;NEUTRAL
#algerie;toto: ghdwa nchlh sbah aala 16.00 taa laachya ok;NEGATIVE;0,9923;POSITIVE;0,7947;NEUTRAL
#algerie;Issalmk unknown :);NEGATIVE;0,9807;NEUTRAL;0,5244;POSITIVE
#algerie;😂 speedd drahmi bessah;NEGATIVE;0,9373;POSITIVE;0,8236;POSITIVE
#algerie;Toto well Rabi yakhlef 3lik xD;POSITIVE;0,9824;POSITIVE;0,896;POSITIVE
#algerie;toto: gaa nsalo f had lbled hhh;NEGATIVE;0,9876;POSITIVE;0,7003;NEUTRAL
#algerie;Hhhhhh m3ndkom mtsalo;NEGATIVE;0,9841;POSITIVE;0,7639;NEUTRAL
#algerie;Unknown: hhh;NEGATIVE;0,992;NEUTRAL;0,6093;NEUTRAL
#algerie;😁 Unknown speedd;NEGATIVE;0,9827;NEUTRAL;0,6472;POSITIVE
#algerie;Andi projet mlih;NEGATIVE;0,9526;NEUTRAL;0,526;NEUTRAL
#algerie;Imen: charika;POSITIVE;0,9927;NEUTRAL;0,5273;NEUTRAL
#algerie;Hhhhhh ta3 ruina unknown 😂;NEGATIVE;0,9995;NEUTRAL;0,5515;POSITIVE
#algerie;wahnou kayen drahem speedd c est quoi ton prijet Unknown ?;NEGATIVE;0,9957;NEUTRAL;0,6408;NEUTRAL
#algerie;toto: 😜;POSITIVE;0,7312;POSITIVE;0,7773;POSITIVE
#algerie;Toto élèvage de chat et chien;POSITIVE;0,9989;NEUTRAL;0,547;NEUTRAL
#algerie;Speedd ki tkon nta tkhdem w chrik hayatek ykhdem w dir tijara rah twali b1;NEGATIVE;0,9875;POSITIVE;0,7752;NEUTRAL
#algerie;mdrr wachnou on investi speedd lol;NEGATIVE;0,9925;NEUTRAL;0,6036;NEUTRAL
#algerie;Toto sur le marché chinois y a une pénurie;POSITIVE;0,934;NEUTRAL;0,5487;NEGATIVE
#algerie;Et ici les chat et chien c'est pas ça qui manque;NEGATIVE;0,7469;POSITIVE;0,8013;POSITIVE
#algerie;🙄 l elvage de mouton s non Unknown et e vaches lol 3andou drahem speedd;NEGATIVE;0,9843;POSITIVE;0,7358;NEUTRAL
#algerie;Imen: oui kayna 3afaf w kafaf;NEGATIVE;0,9654;POSITIVE;0,8674;POSITIVE
#algerie;Toto akhtina m'en soug Algérien;NEGATIVE;0,9019;NEUTRAL;0,6504;NEUTRAL
#algerie;😁 ah oui sah projet nedarssouh Unknown;NEGATIVE;0,9938;NEUTRAL;0,5935;POSITIVE
#algerie;Hmdlh rabi yrza9 kol wahad speedd;NEGATIVE;0,9779;POSITIVE;0,7664;NEUTRAL
#algerie;Exportation de viande de chat et de chien;NEGATIVE;0,6963;NEGATIVE;0,8299;NEGATIVE
#algerie;toto: hhhh ana je préfère  acheter des bien que tijara;NEGATIVE;0,9774;NEGATIVE;0,7172;POSITIVE
#algerie;Hhhhhhhhhhh;NEGATIVE;0,956;NEGATIVE;0,8383;NEUTRAL
#algerie;!calin ChoupetteNoPV partout;POSITIVE;0,8227;NEUTRAL;0,5214;POSITIVE
#algerie; new-man prend ChoupetteNoPV dans ses bras et lui fait un énorme calin ❤❤❤;NEGATIVE;0,9825;POSITIVE;0,8277;POSITIVE
#algerie;Imen: nchlh ajma3i ;NEGATIVE;0,9932;POSITIVE;0,7959;NEUTRAL
#algerie;!calin new-man;POSITIVE;0,9957;NEUTRAL;0,6279;NEUTRAL
#algerie; ChoupetteNoPV prend new-man dans ses bras et lui fait un énorme calin ❤❤❤;NEGATIVE;0,9828;POSITIVE;0,825;POSITIVE
#algerie;ChoupetteNoPV:  mouahhhhhhhhhhhhhhhhhhhh;NEGATIVE;0,9891;NEGATIVE;0,7458;POSITIVE
#algerie;awah on sait se qu in fait ma tkhafch speedd ..yak sah Unknown son argent rih ma y 9issouch;NEGATIVE;0,9914;POSITIVE;0,8169;NEUTRAL
#algerie;new-man: 123 viva new-man ;POSITIVE;0,9984;POSITIVE;0,7769;NEUTRAL
#algerie;mouahhhhhhhhhhhhhhh new-man;NEGATIVE;0,9625;NEGATIVE;0,6895;POSITIVE
#algerie;Élevage de crevettes dans des bassins;POSITIVE;0,998;NEGATIVE;0,8153;NEUTRAL
#algerie;ghir ma tkhafch speedd;POSITIVE;0,8913;POSITIVE;0,8146;NEUTRAL
#algerie;New-man :/ rah 3ndek intaj kbir ta3 les câlins rak tsadar 😂;NEGATIVE;0,9945;NEUTRAL;0,6327;POSITIVE
#algerie;toto: 😜😜😜;POSITIVE;0,7312;POSITIVE;0,7773;POSITIVE
#algerie;voila aussi eh Unknown lol;NEGATIVE;0,9861;NEUTRAL;0,5918;NEUTRAL
